// key	CHAT_SPA_
sc001_spa_1	呼…沒什麼比寵愛自己一下更好的了♥
sc494_spa_max	謝謝你。你在我無處可去時接納了我。\你真善良。
sc495_spa_1	你說要帶我去好地方的，\但你騙我！\你是想…\把我煮熟吃掉嗎？
sc495_spa_2	主人～\你還要在這邊待多久？\在這個燙水裡待那麼久很奇怪啊。
sc495_spa_3	哈哈。\我也習慣溫泉了。\主人，你想待久一點也沒關係。
sc495_spa_4	主人，多虧了你，絲絲和阿汪\才能找到幸福。\所以我要確保\你也能找到幸福！
sc495_spa_5	主人，你不像一個惡魔。\你的心腸太軟了。\這就是我要\保護你的原因！\呼呼。
sc495_spa_max	主人，我對這件事真的非常非常非常認真。\只要你遇到危險，就一定要跟我說。\我們可以一起跑到很遠很遠的地方！\好嗎？！
sc496_spa_1	主人！\好棒的池子啊！\什麼？！\這邊不能游泳嗎？
sc496_spa_2	溫泉好棒啊！\能溫暖你的身心靈。\而且還有一些療效。
sc496_spa_3	這些溫泉太棒了，\我們不能獨享！\我們要跟許多人類分享…\啊，我們不能跟人類說，對嗎？
sc496_spa_4	主人，我們何不一起在人界旅行，\然後沿路幫助其他人呢？\啊，你為什麼要把耳朵遮起來？
sc496_spa_5	主人，你有夢想嗎？\是什麼呢？！\如果你跟我說…\那我就能讓它成真。
sc496_spa_max	主人，聽好了。\只要你遇到任何麻煩，\就先來找我。好嗎？\我會幫你的。
sc497_spa_1	你什麼時候準備好這麼棒的地方的？\好吧，你想幹嘛？你想變成什麼樣？
sc497_spa_2	我沒有能在這種地方浪費的時間。\我有一大堆的東西要去研究。
sc497_spa_3	這裡是天堂啊！哈哈，我開玩笑的。\但我很想見見你們人類所想像的天堂。
sc497_spa_4	我讀過無數煉金術師的研究日誌。\所有的成果都只碰到真相的皮毛而已。
sc497_spa_5	瑪土撒拉趁我分心時咬了我。\哈哈！他的牙沒有我想的那麼鈍啊。
sc497_spa_max	我們都是盲眼的蛇。這就是我們追逐\自己尾巴的原因。很扭曲，對吧？
sc498_spa_1	溫泉？\水看起來不冷不熱的，不過我還是能休息一下。
sc498_spa_2	魔王爭奪戰？\聽起來是個不錯的熱身運動。
sc498_spa_3	小鬼，怎麼了？你到底要不要進來？
sc498_spa_4	我覺得自己差不多泡夠了。\你也要出來了嗎？
sc498_spa_5	真是麻煩…\好吧，好。我就先跟著你行動吧。
sc498_spa_max	想兜風嗎？\側座的話倒是可以留給你。
sc499_spa_1	我從來沒到過讓我有這種感覺的地方。
sc499_spa_2	溫暖…這裡非常舒服。
sc499_spa_3	人是需要休息的。我們一起休息吧。
sc499_spa_4	告訴我。你為什麼想成為魔王？
sc499_spa_5	你能告訴我這個地方真的很善良。\謝謝你。我很享受這裡。
sc499_spa_max	妲比、莫娜和麗莎也都在這裡。\我很寂寞，但也不寂寞。
sc500_spa_1	偶爾這樣休息一下\也不錯。
sc500_spa_2	頭髮就是女人的生命。必須好好照顧。
sc500_spa_3	你打算就在那邊看著嗎？你會希望你沒這麼做的。
sc500_spa_4	你想知道我對這裡的評價？\依我的標準來說，合格了。
sc500_spa_5	怎麼了？在這裡待太久了嗎？\你的臉比番茄還紅。
sc500_spa_max	在這裡放鬆一下也不錯…\至少在我回家之前是這樣。
sc501_spa_1	你確定這夠熱了嗎？\讓我用火焰再加熱一下吧。
sc501_spa_2	每個人都拼命的想到達涅槃，甚至達到盲目的境界。\他們都不知道樂園是在地球上，而不是天堂裡嗎？
sc501_spa_3	沒有什麼東西是永恆的，\所以好好知足吧。
sc501_spa_4	所以，你覺得真實的自己是誰？\是誰深藏在你之中？
sc501_spa_5	你知道自己從何而來，要往哪去嗎？\你的存在就是要找到這些答案的。
sc501_spa_max	將憤怒拋開。悲喜有其度。\對自己仁慈一點。
sc502_spa_1	呼，謝謝你。\我感覺自己像在放假一樣。
sc502_spa_2	我覺得師父也在這裡。你能幫我找她嗎？\我需要休息一下…
sc502_spa_3	如果我繼續祈禱和訓練，我至少\會有師父一半強，對吧？那樣對我就夠了。
sc502_spa_4	眾生有其時。花開花落，\季節更替。你有一天也會綻放的。
sc502_spa_5	鋼鐵因為廢棄不用而生銹，不流動的水失去純淨。\不用遲疑，繼續向前。
sc502_spa_max	如果需要我的幫忙，就跟我說吧。\我會盡力的。
sc503_spa_1	這是讓身心休息的地方。\我就跟身處天界樂園一樣。
sc503_spa_2	我感應到山中龍脈之氣。\我在泡這個溫泉時，\體內氣的流動相當順暢。
sc503_spa_3	你想多保留一下地靈之氣嗎？\呵呵…\如果是這樣，那就打給我吧。
sc503_spa_4	陰陽調和對\帶來正面能量相當重要。\如果你跟我一起泡溫泉，\我們就能達到如此境界。
sc503_spa_5	我擔心風會擾亂\地靈之氣。\只要你下令，我就會將風擋下。
sc503_spa_max	我們一定是命中注定會相遇。\只要你成為魔王，\我就能傳遞倫子的情報。
sc504_spa_1	等等！\你一直私藏著\這麼棒的地方？
sc504_spa_2	你不覺得有點不夠暖嗎？\能幫我弄熱一點嗎？\嗯…你有在聽嗎？\你不是因為我很弱，所以無視我吧？
sc504_spa_3	人類跟你說過關於這座溫泉的什麼資訊？\你告訴我也沒關係喔。
sc504_spa_4	如果你不想面對魔王爭奪戰，\你能直接逃跑的。\就一個惡魔來說，你的責任感還真強。
sc504_spa_5	這是我第一次跟惡魔交朋友。\我不知道如果我們在來到人界前相遇的話，\會發生什麼事。
sc504_spa_max	你跟我一樣有著\一顆纖細的心。\我真的很希望像你這樣溫柔的惡魔\能成為魔王。
sc505_spa_1	哈啊！比賽後泡湯…\真是太完美了！
sc505_spa_2	主人，我到處都看到像運動員的Child。\我們把他們聚集起來，辦場運動會如何？
sc505_spa_3	主人，來個機智問答吧！獵豹是最快的動物。\但誰是最快的Child呢？
sc505_spa_4	主人，你什麼時候會成為魔王？什麼？永遠不會？別說那種話啊！
sc505_spa_5	我真的很愛跑步。我第二愛的就是\享受美景。當然是跟你一起喔。
sc505_spa_max	跟你在一起，我就能跑向任何地方，前往魔界的盡頭…\或是宇宙！我知道我可以的！
sc506_spa_1	你真是個好主人，\願意帶我來這樣的溫泉。
sc506_spa_2	我喜歡跑步，是因為知道自己能享受美景，\而且能用全身感受大自然。
sc506_spa_3	惡魔，你對團體賽有興趣嗎？\有時候，我會想跟很多其他Child一起賽跑。
sc506_spa_4	惡魔，我想要讓你成為魔王，但你看起來一點興趣都沒有。\好吧，看來我要為我們更加努力了。呼呼！
sc506_spa_5	我喜歡你當裁判的樣子。就好像你在終點線迎接我一樣。
sc506_spa_max	你就照著自己相信的路去走。\我會幫你開路的。
sc507_spa_1	這是什麼？\你專門為我準備了這個溫泉嗎？\你知道我更喜歡喝酒的。
sc507_spa_2	喔…\這其實感覺真的很不錯。\但讓我真的很渴。\如果我有冰涼的氣泡水能喝…
sc507_spa_3	啊…真棒。\我有點頭暈了。\這就是喝醉的感覺嗎？
sc507_spa_4	我開始喜歡溫泉了。\這比無聊的祠堂好多了。\哈哈！
sc507_spa_5	呼。我感覺煥然一新。\我敢說現在酒喝起來更棒了。\想喝一杯嗎？
sc507_spa_max	因為困在祠堂裡，\我的身體都僵硬了。\但我現在感覺好多了。\謝啦！
sc508_spa_1	這是什麼？\我從來沒看過這樣的地方。
sc508_spa_2	你到底是誰？\你為什麼要對我這麼好？
sc508_spa_3	惡魔就是惡魔。\我的使命就是殺光他們。\絕無例外。
sc508_spa_4	對惡魔釋出善意？\這還真是個爛笑話。
sc508_spa_5	不要欺負村民。\如果你遵守這點…\我就不會把你\跟其他惡魔混為一談。
sc508_spa_max	溫泉真是太神秘了。\就算你不在了，\我還是會守護這裡。
sc509_spa_1	弗拉德曾經告訴過我一個有趣的故事。\嗯…故事中的所有人\在最後都死去了。
sc509_spa_2	杜卡利翁是充滿秘密的男人。\但不可思議的是，\我從未懷疑過他。
sc509_spa_3	我很久沒踏出城堡外了，\世界看起來完全不同。\我很期待接下來等著我的體驗。
sc509_spa_4	靈藥是能令人不老不死的藥水，\而且也是永遠不被打破\的約定之證。
sc509_spa_5	我在自殺小隊的日子感覺十分遙遠。\但見到你後，\我就感覺回到了那個時候。
sc509_spa_max	能夠遇到你，真是太好了。\謝謝你在我迷失於歲月的流逝時\找到了我。
sc510_spa_1	你期待收到禮物嗎？\很抱歉，我身無一文。
sc510_spa_2	溫泉的溫度會不會太熱了啊？\給我一瓶冰冷的啤酒吧。
sc510_spa_3	你的表情是怎麼回事？\彷彿就像死人一樣。
sc510_spa_4	你想要讓我道謝？\這簡單…謝謝。
sc510_spa_5	如果你打算撐到最後，就做好心理準備吧。\如果你保持著半吊子的心態，\那就得很幸運才能避免一死。
sc510_spa_max	吸血鬼、惡魔、人類…\他們對我來說都一樣，\所以別太在意了。
sc511_spa_1	這是你為我準備的嗎？
sc511_spa_2	這裡不是危險的地方，對吧？\喔，不是我不信任你，\惡魔先生。
sc511_spa_3	嗯…這確實很放鬆，可是…\我不知道自己能不能在這裡休息。
sc511_spa_4	我真希望圖蘭也在這裡…\啊，希望我聽起來\不是在抱怨。
sc511_spa_5	讓我來泡溫泉沒問題嗎？\非常感謝你帶我來這裡。
sc511_spa_max	圖蘭還在等我，我該走了。\抱歉。
sc512_spa_1	哇，真是個好地方。\人類也會來這裡嗎？
sc512_spa_2	啊…這讓我好溫暖啊。\真希望他也能在這裡放鬆。
sc512_spa_3	我不需要他跟我兩情相悅。\光是看到他，我就很開心了。
sc512_spa_4	他是我的初戀。雖然他是人類，但是…\我還是全心全意愛著他。
sc512_spa_5	菲羅忒斯一直都是我的勇氣來源。\可能是因為她\，我才學會什麼是愛。
sc512_spa_max	我的朋友還在等我。\我很快就回來！
sc513_spa_1	如果你將此處奉獻給我，\我會給你褒獎的。
sc513_spa_2	人類偶爾挺有用的。\但他們的愚蠢真是麻煩。
sc513_spa_3	記好了，\那些忤逆我的人會獲得相應的懲罰。
sc513_spa_4	過來這裡吧。\我想好好看看你的臉。
sc513_spa_5	向我獻上一切。\我就會成為你的光。
sc513_spa_max	讓我祝福你吧。\你有什麼願望？\我是全能的阿克拉西亞。\沒有我做不到的事。
sc514_spa_1	我都不知道人界裡有魔界溫泉！\這樣就完全沒有回魔界的理由了吧？
sc514_spa_2	少了阿基馬戈好多事情都很不方便。\他確實讓我有點不爽，但他都會完成任務。
sc514_spa_3	你知道你很奇怪嗎？\為什麼不利用人類？\別跟我說你會被自己的良心譴責啊！
sc514_spa_4	如果可以的話，我想成為魔王。\但我的自信不足。你也是一樣的，對吧？\那麼，想住在我的王國裡嗎？
sc514_spa_5	惡魔成為神有什麼問題？\我們可是從一開始就是騙子了。\你應該試試。很好玩的。
sc514_spa_max	魔界真無聊。所有人都看不起你。\你也比較喜歡人界對嗎？\那我們兩個挺像的啊！
sc517_spa_1	你想一起進來？\真沒辦法。不過只有主人才能這樣喔。
sc517_spa_2	如果我是因你而生，\那代表你是我爸爸嗎？\你成為爸爸實在太好笑了！
sc517_spa_3	你真的不知道\我有多喜歡你，對吧？
sc517_spa_4	你不想要戰鬥嗎？真是太膽小了。\好吧，沒關係。格琳戴兒就在你身邊！
sc517_spa_5	我的願望是過著有趣的生活。\你說惡魔無法實現願望，\但我覺得多虧了你，我的願望成真了。
sc517_spa_max	主人，讓我們一起讓\生活變得超有趣的吧。\還有絕對不能逃跑，懂了嗎？
sc520_spa_1	這太舒適了，讓我能忘記所有煩惱。
sc520_spa_2	舒適又溫暖。
sc520_spa_3	這裡比我想的還棒。
sc520_spa_4	認識你之後，我很驚訝你的人這麼好。
sc520_spa_5	我寧願待在這裡，\也不想與荒謬的命運鬥爭。
sc520_spa_max	我想跟莎萊斯還有潘朵拉一起來這裡。
sc521_spa_1	這不是我的風格。
sc521_spa_2	嗯……我好像睡著了。
sc521_spa_3	Child的責任？\那主人的責任又是什麼？\我感覺達利亞\對此沒有自覺。
sc521_spa_4	我不記得有請你對我好。\不過我也不討厭這樣就是了。
sc521_spa_5	說真的，你跟達利亞都很可悲。\不過，你比較好相處。
sc521_spa_max	只要我們在一起，\我就會用自己的方式使盡全力。\把這當作是我最基本的禮儀吧。
sc522_spa_1	我是抱著自己被騙的心態\跟你來這裡的。\所以讓我來看看這裡到底有多「棒」吧。
sc522_spa_2	我試著列出澤卡提能做什麼工作。\第一：喜劇演員。第二：模特兒。\至於第三呢…
sc522_spa_3	我決定了。\我要買下魔界溫泉！
sc522_spa_4	澤卡提和我要在魔王爭奪戰結束後\在魔界幸福快樂的過活。\這就是我們的命運。
sc522_spa_5	能遇到我，是你運氣好。\我現在要塑造你的命運。
sc522_spa_max	你應該要對我好一點的。\我可是把你的命運掌握在手中了。
sc523_spa_1	我的皮膚感覺好柔軟。\這個魔界裡的溫泉挺不錯的。
sc523_spa_2	聖誕節的溫泉。不錯的組合。
sc523_spa_3	因為妳有聖誕盒，才覺得自己那麼特別。\好吧，趁著還有機會，妳就好好享受這種感覺吧。
sc523_spa_4	聖誕老人通常不會送禮物給惡魔，\但可愛的惡魔也許會收到。
sc523_spa_5	你把聖誕盒藏在哪了？\也許我搔你癢，你就會告訴我。我搔。
sc523_spa_max	聖誕老人會給乖小孩禮物。\好了，小鬼。你在聖誕節想要什麼禮物呢？
sc524_spa_1	妮可在哪？\她不可能會錯過這麼好的機會。
sc524_spa_2	我完全搞不懂妮可。妳是個惡魔。她為什麼\沒有把妳完全除掉呢？她的雪橇手對她到底是有多重要？
sc524_spa_3	聖誕老人真的存在。不過，\他的外表跟多數人想得不太一樣。你可是見過她的。
sc524_spa_4	我一找到聖誕盒就會回家。\我會在那之後再淨化你。
sc524_spa_5	你沒忘記我是驅魔師，對吧？\那你為什麼還要對我這麼好？
sc524_spa_max	我不信任惡魔，\但要是你懺悔，我會向神為你祈禱的。
sc525_spa_1	冬、冬天裡的露、露天溫泉…\我、我很慶幸自己參加了爭奪戰。
sc525_spa_2	我、我命定的夥伴在哪？
sc525_spa_3	我、我希望自己的夥伴能聰、聰明一點。\因、因為我有點笨。只、只有一點點而已…
sc525_spa_4	跟、跟你說實話，我根、根本不想參加爭奪戰。\但、但我也不想一個人孤獨的待在魔界。
sc525_spa_5	你很幸運能遇到我。\沒錯，我就是你的聖誕奇蹟。哈哈哈！
sc525_spa_max	我、我是從一片寒冷的大地過來的。我、我還以為\人界各地都那麼冷…但、但這裡不是。
sc526_spa_1	看起來好燙…\你先進去吧。\什麼？你想一起進去嗎？\嗯…我很怕熱。
sc526_spa_2	嗯，水溫很完美。\喂，幫我拿條毛巾。
sc526_spa_3	我在熱水裡泡太久了，都要中暑了。\幫我拿些能喝的冷麥茶之類的吧~
sc526_spa_4	哈哈，如何？\我有大人的感覺了嗎？\你看看我在溫泉裡\待了多久！
sc526_spa_5	這個溫泉真的太棒了。\我感覺好有元氣啊！\不知道魔界也有沒有一樣的。
sc526_spa_max	喂，你想見我的爸爸？\你想成為我的家人，對吧？
sc527_spa_1	我都不知道這裡有那麼棒的地方。\想跟我一起進去泡嗎？
sc527_spa_2	嘻嘻…\你比我想的還積極。\所以你想跟我一起休息嗎？
sc527_spa_3	因為我跟你在一起…\所以我現在能完全讓自己的身心靈好好休息了。
sc527_spa_4	嘻嘻…\你很喜歡我，對吧？\但我不怎麼喜歡很纏人的那種類型…
sc527_spa_5	如果你想要的話…\我能成為你命中注定的Child。\不過前提是你不能跟拉尼小姐說，好嗎？
sc527_spa_max	啊，我好開心。\沒想到你為我投入了那麼多的愛。\那我想我也必須用我的愛回報你了。♥
sc529_spa_1	哇，這裡好棒啊！我感覺自己好像在飛！\真不敢相信你沒早一點帶我來這裡。
sc529_spa_2	我所有的擔憂都融化了。\怎麼？我是人類。我當然有擔憂。
sc529_spa_3	下一次我想帶哈索爾一起來。\你覺得她會喜歡這樣的地方嗎？她應該會喜歡的對吧？
sc529_spa_4	你為什麼不加入我呢？很舒服的！\來吧！
sc529_spa_5	雖然你話很多，但能有人傾聽的感覺很好。\你不是假裝自己有在聽吧？
sc529_spa_max	我們不能再多聊一點嗎？\什麼？我們還沒聊夠吧？好吧，我只是很喜歡跟你說話而已。
sc530_spa_1	啊...好溫暖…\海裡也有這樣的溫泉。\想跟我一起去嗎？
sc530_spa_2	什麼？\我才沒不專心…\真的。
sc530_spa_3	那個…\這是我第一次泡溫泉，所以…\你能教我如何好好享受溫泉嗎？
sc530_spa_4	所以我要泡到肩膀的位置…\我這樣做是對的嗎？
sc530_spa_5	你不想跟我一起泡？\這感覺超棒的啊！
sc530_spa_max	溫泉真是太棒了。\能這樣休息太好了。
sc537_spa_1	這種樂園也挺不錯的~\啊，這感覺真好…♪
sc537_spa_2	如果大海是涼爽的樂園，那我想這就是溫暖的樂園。
sc537_spa_3	也許我會把這裡當作自己的第二個樂園。
sc537_spa_4	唷呵，唷呵♪\不想跟我一起進來嗎？\我挺喜歡一個人待著的，\但這次我能給個例外。
sc537_spa_5	唉，\就這樣睡死，似乎也不錯…\啊！不對！\我要去找到自己的樂園！
sc537_spa_max	謝謝你為我展現了\這個不同的樂園。\下一個目的地，大海！
sc538_spa_1	你居然只帶我這一介從者\來這樣的地方，\真的是位奇特的人。
sc538_spa_2	你想知道在聖物裡是不是不舒服？\嗯…\也不能說的確就是那樣。
sc538_spa_3	你為什麼站在那裡盯著我看？\難道是…\你開始喜歡我了？
sc538_spa_4	我是你的僕從。\我會滿足你的欲望，不管什麼事都可以。
sc538_spa_5	你相信我剛剛說的玩笑話？\真不幸。\如果那不是開玩笑…\那你要怎麼做呢？
sc538_spa_max	身為你的僕從，只要我還活著，我就會陪在你身邊。
sc539_spa_1	哼，我很忙。\我當然不能待在這種地方。
sc539_spa_2	哼！你覺得這樣的地方就能讓我滿意？\好吧，心意有到就好。
sc539_spa_3	我不介意泡在溫泉裡…\但別誤會了。我還是對你很不高興！
sc539_spa_4	呵呵。好吧，你想跟我道歉？\這可遠遠不夠。
sc539_spa_5	我會為了你在這裡待久一點。\感到榮幸吧。
sc539_spa_max	你應該一起…不對，當我沒說！\我要一個人獨佔這裡！
sc545_spa_1	喔，你是想偷看嗎？我不是很介意啦，不過…這樣我可能會太興奮。
sc545_spa_2	我有很多工作要做。我不是很確定有沒有時間像這樣休息…喔，隨便啦！我今天要休息。
sc545_spa_3	你今天也放假嗎？那…那該是獨家專訪的時候了！你願意跟我說說自己的故事嗎？
sc545_spa_4	我很想知道你最近過的如何。你所有的私人秘密故事都能放心跟我說。我會保密的。
sc545_spa_5	最後，那個…我們分享一下彼此的私人故事如何？我們輪流說。我相信這會有很高的收視率。如何？
sc545_spa_max	呵呵，還真是不錯的訪談對吧？偶而能做這樣的訪談也挺不錯的。
sc550_spa_1	你不覺得這個溫泉有點單調嗎？\我們何不弄點聖誕裝飾呢？
sc550_spa_2	這裡擺個雪人不是很可愛嗎？\啊，等等…它會融化對吧？
sc550_spa_3	我為什麼會這麼喜歡聖誕節？\為什麼不會呢？那是我的生日啊！
sc550_spa_4	我覺得你一起跟我過\聖誕節的話，就會改變想法。\我保證你一定會玩得很開心！
sc550_spa_5	我們都在這裡了，\何不辦場聖誕派對呢？\舒適的聖誕節不是很棒嗎？
sc550_spa_max	謝謝你在這特別的日子裡送的禮物！\我永遠不會忘記今天的！
sc552_spa_1	我很難靜下來。
sc552_spa_2	你希望我偶爾能放鬆一點？\是這樣的嗎？\也許我會的。
sc552_spa_3	如果我早晚都會出去，\那我現在做跟之後做有什麼差別？\好吧，我會靜下來的。\你知道你自己很嚴格嗎？
sc552_spa_4	既然都這樣了，我就比任何人更享受溫泉吧。\我知道如果我是\這裡最享受的人，那我會更開心。
sc552_spa_5	我總是很性急，\所以這還真的是全新體驗。\而且，好吧…我的意思是，\這其實不錯。
sc552_spa_max	你知道人界有句話說，\就算是萍水相逢\也是緣分嗎？\這代表我們之間有什麼連結嗎？
sm003_spa_1	憤怒的火花是不會消逝的…
sm003_spa_2	我又不是笨蛋。我知道你想要利用我。我一點都不相信你！
sm003_spa_3	我會保護小吱。小吱是我的朋友—也是我唯一的家人。
sm003_spa_max	惡魔…請小心。如果你有了什麼意外，就不能夠再跟小吱立契約了。
sm004_spa_1	憤怒的火花是不會消逝的…
sm004_spa_2	我又不是笨蛋。我知道你想要利用我。我一點都不相信你！
sm004_spa_3	我會保護小吱。小吱是我的朋友—也是我唯一的家人。
sm004_spa_max	惡魔…請小心。如果你有了什麼意外，就不能夠再跟小吱立契約了。
sm007_spa_1	啊，進來吧，惡魔！水一點都不熱。哈哈哈。
sm007_spa_2	你幹嘛一直跟著我，惡魔？你以為我會惹麻煩嗎？就算真是如此，你有辦法阻止我嗎？
sm007_spa_3	我很喜歡你，惡魔。我每次捉弄你，你的反應都一樣！真的很好笑！哇哈哈！
sm007_spa_max	我每次都一直騙你，那你為什麼還要一直相信我呢？
sm036_spa_1	我們現在身在溫泉，你卻沒有計畫要偷看？\你真無趣…
sm036_spa_2	你想知道我的願望嗎？如果我直接告訴你就不好玩了。不然，我給你一個提示好了：每個人都有這種慾望，但是卻沒有人知道。我最多只能說到這樣了。
sm036_spa_3	惡魔，我想多了解你一點。我愈是認識你，就愈覺得你很有趣。
sm036_spa_max	惡魔、人類……他們都一樣恨我，但他們依舊會在需要的時候來找我，不過我從不擺架子就是了。
sm037_spa_1	嘻－嘻－嘻…別擔心，我不會耍任何詭計的。\至少，今天不會…
sm037_spa_2	惡魔，我不需要你來插手。就站在那邊看我整人成功就好了。哈哈哈。
sm037_spa_3	你知道人心有多陰暗煩人嗎？真的是壓抑無聊到我都想死了！真高興自己變成Child了。哈哈哈。
sm037_spa_max	我會告訴你如何潛入人類最深層的慾望。首先……你要先知道自己的慾望。嘻嘻嘻……
sm038_spa_1	好吧。
sm038_spa_2	你又不是製造我的人，惡魔。製造我的是……內心的慾望。
sm038_spa_3	你……在那裡多久了？你真安靜。你也太陰沉了吧。
sm038_spa_4	戰鬥很累。但……你戰勝不了慾望。
sm038_spa_5	我會找到你的慾望。我會開出一條路的。
sm038_spa_max	我很樂意……幫助你。那就是……我的目的。
sm039_spa_1	吼…
sm039_spa_2	笨蛋主人，我要殺了你！你死了後，我要再殺你一次！
sm039_spa_3	我恨你，你這大笨蛋！但是……小鳥兒喜歡你。這是為什麼啊？
sm039_spa_max	我……不是很清楚什麼是Child。如果你願意教我的話……我會盡力去學的。
sm040_spa_1	我想這樣偶爾休息一次，也不是那麼糟嘛。
sm040_spa_2	你想知道這世界的真相？那先放空你的心靈、心懷謙卑，然後在真相前低頭。
sm040_spa_3	惡魔，你的生活很艱苦。別去與之對抗。接受它就好。如此你就不會痛苦了。
sm040_spa_max	你對模糊不清的未來感到憂心？哈哈……年輕的惡魔啊，就面對它然後勇往直前吧。這樣你就能開拓出自己的道路了。
sm045_spa_1	你居然敢偷窺我？！\你最好坦白承認！
sm045_spa_2	那個女人是在隱瞞些什麼？！你問我在找誰？莫娜啊！那個讓我契約者不開心的人啊！我要找到她，然後把她大卸八塊！
sm045_spa_3	來吧……別抵抗然後接受我吧。我是唯一真正愛你的人。
sm045_spa_max	我愛你。我真的很愛你。我會愛到我死的那天為止！等等……我是不是算是已經死了？那這就代表我的愛永不休止了！
sm049_spa_1	滴答…
sm049_spa_2	愚蠢的惡魔。你知道一加一是多少嗎？那二乘二呢？……你連這都不知道對吧？
sm049_spa_3	你覺得我很醜？你不去照照鏡子嗎！
sm049_spa_4	我很完美。我是最好的。沒人能超越我。沒有人！嘻嘻嘻……
sm049_spa_max	你去想這些事也沒用。你太笨了。我的計算太完美了，沒有人能找出其中的錯誤。哇哈哈。
sm050_spa_1	那些打擾我休息的傢伙，他們的頭會被我給砍了。
sm050_spa_2	我沒有故意要輸，但我討厭打贏。畢竟打贏就浪費了一個送死的機會。
sm050_spa_3	所有活物從出生的那天，都在往死亡奔去。別執迷於自己的生命了，把你的腦袋交給我吧。
sm050_spa_4	不如我殺了你後，你在殺了我吧？這個計畫很完美吧？
sm050_spa_max	有人說趁活著的時候好好享受生命，因為死亡緊跟著你。當你的時辰到的話，我會指引你的。
sm051_spa_1	呃…我的身體都要融化了…
sm051_spa_2	啊……死神接近了。死神，快點啊！殺了我吧！
sm051_spa_3	啊！我好想死啊！死！別攔我！
sm051_spa_4	如果你干擾了我去死，那我會先把你燒了……用地獄的業火把你燒得一乾二淨。
sm051_spa_5	死亡……降臨在所有人身上。但我怎麼還沒死？
sm051_spa_max	從我出生的那個瞬間開始，死亡就緊跟著我。不過我等不及了。啊……殺了我吧！趕快殺了我吧！
sm052_spa_1	我餓了。我該去獵點東西吃。
sm052_spa_2	你說不想成為魔王？你膽敢擾亂麗莎的計畫！
sm052_spa_3	弗雷……我才不在乎他發生了什麼事。事實上我還希望他死了算了。
sm052_spa_max	麗莎就是我的道路、我的明燈。她就是我存在的理由。
sm053_spa_1	我……我不能再喝了……
sm053_spa_2	啊……我喜歡貓……\我討厭你……\不對，我喜歡貓……\貓，貓，惡魔？
sm053_spa_3	沒有貓……尋找中。\你，去找。\又小又可愛的……\啊？貓？我什麼都吃！
sm053_spa_4	我喜歡惡魔，他給我好吃的東西……\我回報他……\給他我今天的麵包……
sm053_spa_max	小夜子……在我的夢裡……\你也是……我很餓……\餵我更多東西……然後我\就會記得……
sm054_spa_1	熱……我要死了。我……融化了。
sm054_spa_2	我是誰？告訴我……
sm054_spa_3	惡魔？什麼是惡魔？啊！好痛苦！
sm054_spa_4	我口渴了！好燙！
sm054_spa_max	我是哥摩拉。哥摩拉……
sm056_spa_1	嗯？這、這是什麼？你是進水還是怎麼樣了嗎？
sm056_spa_2	誰想被我吃掉啊？我好餓！
sm056_spa_3	你為了不想死才戰鬥？哈哈哈！真是太荒唐了！戰鬥的目的就是殺人啊！
sm056_spa_4	白癡！如果有人傷害了你，那就要回擊！你是要什麼時候才能做自己想做的事？
sm056_spa_5	弱者就該被淘汰！你身邊只要有強者就夠了。
sm056_spa_max	吞食一切！然後佔有剩餘的一切！
sm057_spa_1	你一路跟蹤我到這裡？
sm057_spa_2	你很好奇我的長相？你還真的是很喜歡問笨問題啊。
sm057_spa_3	唉，你好吵啊。你能閉嘴安靜個兩秒嗎？……不行？那我只好殺了你了。
sm057_spa_4	你說是你選擇了我？如果你真的是這樣想，那就這樣吧。煩人的惡魔。
sm057_spa_5	真不敢相信我會同意你說的。我一定是出了什麼問題。
sm057_spa_max	閉上你的嘴，在我傳喚你前，都給我乖乖坐在那邊。
sm059_spa_1	我不是…防水的…
sm059_spa_2	我不覺得服從任何你下達的指令，會是我的職責。
sm059_spa_3	我的動力就是對勝利的執著。我被設計成完美的戰鬥機器。主人，我是你的武器。
sm059_spa_max	戰場是個危險而且無情的地方。那是比起主人，更加適合我的地方。
sm063_spa_1	你想的還真周到……我想在這邊休息也行。
sm063_spa_2	主人，你的心情看起來很好。你剛剛有點分神了，所以我申請了緊急鎮定劑。
sm063_spa_3	你說自己今天的狀態很好？別開玩笑了。你天生就有病。別抱怨了，好好讓我幫你打針吧。
sm063_spa_max	主人，你今天的臉色看起來有點蒼白。一定是……心病。我治不好這樣的病。
sm077_spa_1	*咕嚕* *咕嚕*
sm077_spa_2	嗨，主人。喔，等等！我想多聊一點──*嗯哼* 唉呦，這可不是白癡惡魔嗎。最近如何啊？看你過得不錯，還真讓人不爽！
sm077_spa_3	你這個白癡惡魔！我要跟你講幾次？我是真的摩亞！
sm077_spa_4	主人……其實我一直有個秘密。那就是……我只是在模仿善良摩亞而已！哈哈哈！
sm077_spa_5	主人，你還記得所有的摩亞嗎？總共有七個喔。嗯？你只記得一半？
sm077_spa_max	主人，你一定要了解。我門全都想要成為「摩亞」。
sm124_spa_1	我突然抵擋不了…睡意…
sm124_spa_2	讓我們稍微逃離複雜的社會，然後休息一下吧。
sm124_spa_3	真高興我遇見了你。每次跟你聊完天，對你的感情都會加深，我們間的羈絆真的很特別。
