// key	CHAT_
c001_17_boss_long	锵～锵！你好，可爱的主人♥
m127_skill	喝！
m127_spa	我突然抵挡不了……睡意……
m127_startbt	你逃不掉的。
m127_story1	我很乐意接受你们的帮忙。
m127_story2	现在唯一还记得这句话的人，大概只有我了。
m127_story3	从现在开始，我会帮助你的，主人。
m127_true1	我对于威胁魔界的人绝不留情。\你最好跟我合作，这样对你最有利。
m127_true2	我唯一的任务就是从空无一人的黑暗深渊底部监视魔界。
m127_true3	对我来说，魔界是个充满欢乐回忆的好地方。\我期待我可以回去的那一天。
m127_victory	做得好。
m128_boss_long	我很惊讶你竟然能走到这么远的地方。
m128_boss_short	竟然能走到这一步……
m128_ctskill	投降吧。
m128_death_1	我会追捕你直到最后……
m128_death_2	噢呜……
m128_drive	Ehelma。
m128_hit_1	呵啊！
m128_hit_2	呜……！
m128_hit_3	噢呜……
m128_prskill	Ata halom。
m128_skill	喝！
m128_spa	我突然抵挡不了……睡意……
m128_startbt	你逃不掉的。
m128_story1	我很乐意接受你们的帮忙。
m128_story2	现在唯一还记得这句话的人，大概只有我了。
m128_story3	从现在开始，我会帮助你的，主人。
m128_true1	我对于威胁魔界的人绝不留情。\你最好跟我合作，这样对你最有利。
m128_true2	我唯一的任务就是从空无一人的黑暗深渊底部监视魔界。
m128_true3	对我来说，魔界是个充满欢乐回忆的好地方。\我期待我可以回去的那一天。
m128_victory	做得好。
m136_boss_long	你非得这么吵吗？
m136_boss_short	小声点。
m136_ctskill	别动。
m136_death_1	我丧失了机会……
m136_death_2	呜啊!
m136_drive	时候到了。
m136_hit_1	呵啊！
m136_hit_2	咕哇！
m136_hit_3	唔啊！
m136_prskill	别闹了！
m136_skill	唔啊！
m136_spa	你可以帮我把这个脱下来吗？
m136_startbt	向你报恩的时候到了！
m136_story1	你喜欢吗？
m136_story2	我只是为了报恩，\多亏了他，我才能有所转变。
m136_story3	越重要的东西，就越应该托付给值得信任的朋友。
m136_true1	如果我没有遇见你，就会永远被困在黑暗之中。\我无法形容我有多么感激你。
m136_true2	请不要太讨厌我的契约者。\毕竟，我也是她的一部分。
m136_true3	你想成为什么样的魔王？\不管你的目标是什么，我都会帮你去实现。
m136_victory	我很高兴能够帮助你。
m137_boss_long	我会竭尽所能地去战斗。
m137_boss_short	我不会输的。
m137_ctskill	别来碍事……
m137_death_1	对不起……
m137_death_2	我还没听到铃声……
m137_drive	做个了结吧。
m137_hit_1	哇！
m137_hit_2	啊！
m137_hit_3	啊！
m137_prskill	如你所愿，大人。
m137_skill	请问……
m137_spa	让我帮你刷干净。
m137_startbt	你在叫我吗，主人？
m137_story1	我是属于你的，主人。\你是我的主人。
m137_story2	虽然这次的要求有点困难……但我会尽力完成的。
m137_story3	主人的侍者的字典里可是没有疲劳这个词的！\我还能再战。
m137_true1	我该如何提供帮助，主人？\我在这里为你服务。
m137_true2	我等候你的吩咐，主人。
m137_true3	你创造了我，主人。\很荣幸能以生命来服侍你。
m137_victory	有需要随时叫我……
m141_boss_long	欢迎来到恶梦。啊哈哈哈！
m141_boss_short	怕了吗？
m141_ctskill	这应该就够了！
m141_death_1	我下次一定会赢的！
m141_death_2	咕啊！
m141_drive	我会把你拖进恶梦里！
m141_hit_1	快逃吧！
m141_hit_2	呜哇～！
m141_hit_3	唔啊！
m141_prskill	大卸八块！
m141_skill	哈－哈－哈！
m141_spa	别这样看着我，很难为情的……
m141_startbt	放马过来吧，你这臭小子！
m141_story1	对付你了，我的一根手指就够了！
m141_story2	你的泡面最好吃了！
m141_story3	啊！我好害怕！
m141_true1	我……我才不怕！别小看我！
m141_true2	我好害怕。请保护我。
m141_true3	我不喜欢恶魔。不过，既然你是我的主人，我只好接受了……
m141_victory	万圣节赢了！
m142_boss_long	你会后悔来到这里的！
m142_boss_short	真是个白痴。
m142_ctskill	你真烦人。
m142_death_1	你这张脸……我记住了。
m142_death_2	呃……
m142_drive	去死吧！
m142_hit_1	呜啊……
m142_hit_2	哇！
m142_hit_3	啊！
m142_prskill	要上喽！
m142_skill	让开！
m142_spa	你打算在这里待多久啊？
m142_startbt	你帮了我多少，我就回报多少。
m142_story1	最后一次警告！如果你再敢妨碍我，我就把你打得满地找牙。
m142_story2	你？原谅我？我可没有寻求任何人的原谅。\我唯一的愿望就是摧毁那家伙！
m142_story3	我从契约者的怨念中诞生。\就算能强行压抑住，这种欲望也根本不会消失。
m142_true1	你是什么人？朋友？敌人？\考虑清楚再回答，你的性命就取决于你的答案。
m142_true2	我是仇恨的化身。我只想报复一场。
m142_true3	看来你我的道路完全不同。但是，只要你不妨碍我，我就会帮你。\毕竟，你是我的主人。
m142_victory	活该！
m143_boss_long	你会后悔来到这里的！
m143_boss_short	真是个白痴。
m143_ctskill	你真烦人。
m143_death_1	你这张脸……我记住了。
m143_death_2	呃……
m143_drive	去死吧！
m143_hit_1	呜啊……
m143_hit_2	哇！
m143_hit_3	啊！
m143_prskill	要上喽！
m143_skill	让开！
m143_spa	你打算在这里待多久啊？
m143_startbt	你帮了我多少，我就回报多少。
m143_story1	最后一次警告！如果你再敢妨碍我，我就把你打得满地找牙。
m143_story2	你？原谅我？我可没有寻求任何人的原谅。\我唯一的愿望就是摧毁那家伙！
m143_story3	我从契约者的怨念中诞生。\就算能强行压抑住，这种欲望也根本不会消失。
m143_true1	你是什么人？朋友？敌人？\考虑清楚再回答，你的性命就取决于你的答案。
m143_true2	我是仇恨的化身。我只想报复一场。
m143_true3	看来你我的道路完全不同。但是，只要你不妨碍我，我就会帮你。\毕竟，你是我的主人。
m143_victory	活该！
m144_boss_long	你会后悔来到这里的！
m144_boss_short	真是个白痴。
m144_ctskill	你真烦人。
m144_death_1	你这张脸……我记住了。
m144_death_2	呃……
m144_drive	去死吧！
m144_hit_1	呜啊……
m144_hit_2	哇！
m144_hit_3	啊！
m144_prskill	要上喽！
m144_skill	让开！
m144_spa	你打算在这里待多久啊？
m144_startbt	你帮了我多少，我就回报多少。
m144_story1	最后一次警告！如果你再敢妨碍我，我就把你打得满地找牙。
m144_story2	你？原谅我？我可没有寻求任何人的原谅。\我唯一的愿望就是摧毁那家伙！
m144_story3	我从契约者的怨念中诞生。\就算能强行压抑住，这种欲望也根本不会消失。
m144_true1	你是什么人？朋友？敌人？\考虑清楚再回答，你的性命就取决于你的答案。
m144_true2	我是仇恨的化身。我只想报复一场。
m144_true3	看来你我的道路完全不同。但是，只要你不妨碍我，我就会帮你。\毕竟，你是我的主人。
m144_victory	活该！
m145_boss_long	你会后悔来到这里的！
m145_boss_short	真是个白痴。
m145_ctskill	你真烦人。
m145_death_1	你这张脸……我记住了。
m145_death_2	呃……
m145_drive	去死吧！
m145_hit_1	呜啊……
m145_hit_2	哇！
m145_hit_3	啊！
m145_prskill	要上喽！
m145_skill	让开！
m145_spa	你打算在这里待多久啊？
m145_startbt	你帮了我多少，我就回报多少。
m145_story1	最后一次警告！如果你再敢妨碍我，我就把你打得满地找牙。
m145_story2	你？原谅我？我可没有寻求任何人的原谅。\我唯一的愿望就是摧毁那家伙！
m145_story3	我从契约者的怨念中诞生。\就算能强行压抑住，这种欲望也根本不会消失。
m145_true1	你是什么人？朋友？敌人？\考虑清楚再回答，你的性命就取决于你的答案。
m145_true2	我是仇恨的化身。我只想报复一场。
m145_true3	看来你我的道路完全不同。但是，只要你不妨碍我，我就会帮你。\毕竟，你是我的主人。
m145_victory	活该！
m146_boss_long	你会后悔来到这里的！
m146_boss_short	真是个白痴。
m146_ctskill	你真烦人。
m146_death_1	你这张脸……我记住了。
m146_death_2	呃……
m146_drive	去死吧！
m146_hit_1	呜啊……
m146_hit_2	哇！
m146_hit_3	啊！
m146_prskill	要上喽！
m146_skill	让开！
m146_spa	你打算在这里待多久啊？
m146_startbt	你帮了我多少，我就回报多少。
m146_story1	最后一次警告！如果你再敢妨碍我，我就把你打得满地找牙。
m146_story2	你？原谅我？我可没有寻求任何人的原谅。\我唯一的愿望就是摧毁那家伙！
m146_story3	我从契约者的怨念中诞生。\就算能强行压抑住，这种欲望也根本不会消失。
m146_true1	你是什么人？朋友？敌人？\考虑清楚再回答，你的性命就取决于你的答案。
m146_true2	我是仇恨的化身。我只想报复一场。
m146_true3	看来你我的道路完全不同。但是，只要你不妨碍我，我就会帮你。\毕竟，你是我的主人。
m146_victory	活该！
m148_boss_long	把你的灵魂融入节奏里！
m148_boss_short	开始派对吧！
m148_ctskill	哇！
m148_death_1	关上……录音机……
m148_death_2	呜哇～！
m148_drive	唱首歌！
m148_hit_1	啊！
m148_hit_2	啊！
m148_hit_3	咕啊！
m148_prskill	大声点！
m148_skill	噢～耶！
m148_spa	一起泡温泉的时间到了♪\没什么比这更舒服的了♪
m148_startbt	开始放音乐！
m148_story1	你干嘛叫他冷静！\他伤了我的心啊！\我绝对不会原谅他！\一辈子都不会！
m148_story2	我的契约者？他在这边干嘛？\难不成他是想在逃跑前\再立个契约？！
m148_story3	穿着红衣服的契约者~♪\找上了恶魔~♪\喔耶！
m148_true1	恶魔！你喜欢歌吗？你喜欢什么样的歌？\无论你想听什么歌，我都会唱给你听！
m148_true2	恶魔！听听这个！\你肯定喜欢！天呐，我该怎么开始呢？我还有好多想说的！
m148_true3	这是推荐你的歌！\给你听♪
m148_victory	把屋顶掀翻吧！
m149_boss_long	让我听到你的声音！
m149_boss_short	派对时间到啦♪
m149_ctskill	耶！
m149_death_1	为我唱首摇篮曲……
m149_death_2	呃……
m149_drive	为我唱首歌吧！
m149_hit_1	哇！
m149_hit_2	啊！
m149_hit_3	唔啊！
m149_prskill	尽情喧闹吧！
m149_skill	把音乐调大声点！
m149_spa	音乐治疗的时间到了！
m149_startbt	开始放音乐♪
m149_story1	把耳朵借给我，听我的歌曲♪\你的灵魂渴望着音乐的洗礼♪
m149_story2	不要……我的歌声只为恶魔响起♪\为了我的恶魔♪
m149_story3	恶魔是夜行性动物♪\而最适合夜晚的音乐就是♪\……金属乐！
m149_true1	灵感正从黑暗深处涌上来！\你简直就是为我写的歌！
m149_true2	音乐是我的生命！
m149_true3	为了你，我愿意唱到喉咙撕裂为止♪
m149_victory	该唱首胜利之歌了！
m150_boss_long	你并不讨厌我吧？
m150_boss_short	跟我玩！
m150_ctskill	你最好了，主人！
m150_death_1	你讨厌我吗？你讨厌我吗？
m150_death_2	唔啊！
m150_drive	这真好玩！
m150_hit_1	好痛！
m150_hit_2	汪！
m150_hit_3	咿！
m150_prskill	这是我的弱点！
m150_skill	汪汪！
m150_spa	*嗝*！啊，我有点醉了……嗝！
m150_startbt	你呼唤了我？
m150_story1	狗狗！海翠克是你的狗喔，主人！
m150_story2	嘿嘿！主人！我好无聊！陪我玩！
m150_story3	丽莎大人！我现在开始就是你的宠物狗了！
m150_true1	你在哪里，主人？我好无聊。\来陪我玩啊！
m150_true2	战斗？我……我只希望跟大家和平相处……
m150_true3	主人……我不喜欢独自一人，请不要遗弃我。\每天都陪我玩吧。
m150_victory	摸我，主人，摸我！
m151_boss_long	想要看月亮上的兔子吗？
m151_boss_short	嘿嘿嘿！
m151_ctskill	放马过来吧！
m151_death_1	别惹我生气！
m151_death_2	唔啊！
m151_drive	呃啊！
m151_hit_1	哇！
m151_hit_2	啊！
m151_hit_3	啊！
m151_prskill	上了哦！
m151_skill	赫啊！
m151_spa	该是我……冬眠的时候了……
m151_startbt	阿姆斯，出发了！
m151_story1	放马过来吧！谁想要被兔兔咬上一口？！
m151_story2	是雪耶！下雪了！下雪了！
m151_story3	可爱的恶魔跑到了月亮上，\所以兔兔就毁掉了月亮！
m151_true1	跑啊，跑啊，跑得越快越好！\如果不快点逃跑，我会杀了你哦！
m151_true2	我总是很生气！这就是身为复活节兔子所代表的涵义！嘿嘿嘿！
m151_true3	祝你好运，恶魔！这只兔兔会守护你的！
m151_victory	阿姆斯，势不可挡！
m152_boss_long	战斗至死方休！
m152_boss_short	别浪费时间了！
m152_ctskill	哈哈哈！
m152_death_1	不要！
m152_death_2	咕哇！
m152_drive	我赢了！
m152_hit_1	啊！
m152_hit_2	哇！
m152_hit_3	可恶！
m152_prskill	不准逃！
m152_skill	要上喽！
m152_spa	我正在升级中，好好期待吧！
m152_startbt	决斗的时候到了！
m152_story1	好！跟我打吧，如果你赢了，我就当你的Child！\但如果我赢了……你就要成为我的恶魔。哈哈哈！
m152_story2	我不相信会平手！不是你赢，就是你输！\这就是战斗的真谛！哈哈哈！
m152_story3	哇啊！我不能再忍了！\我的战士之血液正在沸腾！我现在就想找人打架！
m152_true1	我拒绝输给这么弱的人！那次不算！\这次，我会赢的！
m152_true2	你还要这样坐多久？快起来！我要亲自训练你！\你问要训练多久？直到你死为止！
m152_true3	我想挑战世间所有的人！\各式各样的对手都在等着我！
m152_victory	来吧，难道没有人想要报名参加下一回合吗？
m153_boss_long	一场真正的捉迷藏开始了。
m153_boss_short	你做了个好梦吗？
m153_ctskill	破绽百出！
m153_death_1	别以为这样就结束了。
m153_death_2	呜……
m153_drive	梦魇镰刀！
m153_hit_1	唔！
m153_hit_2	啊！
m153_hit_3	呃啊！
m153_prskill	梦魇陷阱！
m153_skill	闭嘴！
m153_spa	今天晚上的梦应该会是个好梦……
m153_startbt	让你做个恶梦。
m153_story1	既然我的主人不在。那么战斗就是我的事情了。
m153_story2	那场战斗持续时间真的很长。\不死不休。
m153_story3	虽然有点不好意思，但我可是全看见喽。
m153_true1	你何苦找我呢？\我只会躲得更远。
m153_true2	我在想，恶魔都会做什么样的梦呢？\有时我真想瞧瞧你的梦，主人。
m153_true3	主人似乎有时也会做恶梦。\别担心，我会把主人的恶梦全都赶跑的。
m153_victory	我的工作完成了。
m154_boss_long	何人敢回避正义？
m154_boss_short	审判的时刻到了。
m154_ctskill	正义的铁锤！
m154_death_1	审判尚未结束！
m154_death_2	你必须得到制裁……啊！
m154_drive	邪恶必灭！
m154_hit_1	别自以为是了。
m154_hit_2	啊！
m154_hit_3	赫啊！
m154_prskill	神之雷！
m154_skill	天罚！
m154_spa	打扰我休息之人……都是邪恶的。
m154_startbt	审判开始。
m154_story1	这次你躲过了审判，可别以为下次运气还会这么好。
m154_story2	恶魔，别以为自己安全了。\正义之锤不久将会降临到你头上。
m154_story3	我们不是邪恶……我们是正义！
m154_true1	只有一种正义。\我的话语就是正义。
m154_true2	正义与邪恶。两者无法并存。\你是哪一方？
m154_true3	想要我认同你？\那就先认同我的正义吧。
m154_victory	正义降临大地！
m189_boss_long	贪婪是会受到惩罚的！
m189_boss_short	别惹我生气！
m189_ctskill	我会咬你！
m189_death_1	我的宝物被抢走了……
m189_death_2	呜哇～！
m189_drive	我咬！
m189_hit_1	唔啊！
m189_hit_2	呜哇～！
m189_hit_3	你为什么打我？！
m189_prskill	接招！
m189_skill	惊讶吗？
m189_spa	让我的皮肤闪闪发光！
m189_startbt	我有点紧张！
m189_story1	你……你生气了吗？\不要生气啦……
m189_story2	她总是祈祷着拥有保护珍贵事物的力量。\而我这尖锐的牙齿正是证明。
m189_story3	我要得到比老虎还尖利的牙齿。哪怕被称为附近最可怕的怪物也在所不辞！\这总比宝物被偷了要好吧……
m189_true1	在你开始觊觎我宝物的那一刻，就等着被我咬一口吧！
m189_true2	这牙齿还是太弱，根本保护不了我的宝物。\给我更尖利的牙齿！
m189_true3	这个宝物看起来又小又丑，但却是世界上最重要的东西。\你的宝物也一样，不是吗，主人？
m189_victory	谢谢你保护我！
m190_boss_long	你有个好东西啊。
m190_boss_short	把你所有的东西都交出来吧！
m190_ctskill	……然后没下文了？
m190_death_1	我完全坏掉了……
m190_death_2	噢呜……
m190_drive	老老实实让我吃了你！
m190_hit_1	啊！
m190_hit_2	呃……
m190_hit_3	啊！
m190_prskill	我全都要拿走。
m190_skill	太弱了。
m190_spa	从现在开始，这温泉是我的……
m190_startbt	一旦我咬下去，就不会松口了！
m190_story1	你想要拿回去？就试着把它们拿回去啊！
m190_story2	这次你逃不掉了！\我要把你整个吞掉！
m190_story3	很好！我会帮你成为一位魔王！\然后我会夺取你的力量，自己当魔王！哈哈哈！
m190_true1	说好的要让我实现愿望的呢！\你是不是想死？
m190_true2	所谓魔王即魔界之主，魔界万物的所有者。\这王位可真好……
m190_true3	我最宝贵的物品是什么？\所有你最宝贵的东西！
m190_victory	胜利……的滋味真好。
m191_boss_long	欢迎来到欺诈和嘲弄的世界。
m191_boss_short	谢谢你能来。
m191_ctskill	我们谈谈吧。嘻嘻嘻……
m191_death_1	魔王妲比的计划失败了……
m191_death_2	咕啊！
m191_drive	这次是真的！
m191_hit_1	啊！
m191_hit_2	啊呜……
m191_hit_3	呜啊!
m191_prskill	你仍然相信我吗？！
m191_skill	真纯真。
m191_spa	小心脚下……
m191_startbt	竟然召唤我出来……你可别后悔。
m191_story1	我知道了，希望如此。\但有时，沉默会比欺瞒更可怕……
m191_story2	当然，我会是最忠心、最可靠的Child。嘿嘿嘿……
m191_story3	嗯，这也没办法……\毕竟，没有什么比看着人们相互怀疑、彼此背叛更有意思了……
m191_true1	主人你那天真无邪的脸，\我很喜欢哦，嘿嘿嘿……
m191_true2	说谎是不对的？嗯，你说的确实没错。\但你不也是个骗子吗？
m191_true3	给你个忠告，别人越是亲近你，你就越不需要注意他。\毕竟，骗子随处可见……
m191_victory	不知什么时候就赢了。呵呵呵……
m192_boss_long	愚蠢，竟然敢阻挠我？
m192_boss_short	碍事的家伙都去死吧！
m192_ctskill	臣服于我！
m192_death_1	我不会忘记这次耻辱的……
m192_death_2	呜啊……
m192_drive	哈哈哈，死吧！
m192_hit_1	呵啊！
m192_hit_2	吼。
m192_hit_3	咕哇！
m192_prskill	如果你办得到，就逃啊！
m192_skill	让开！
m192_spa	对一位想要成为魔王的人来说，你还真是缺乏礼数。
m192_startbt	我对那些反抗我的人绝不留情。
m192_story1	大家都只会把酸臭的垃圾留给我收拾！\我会处理好一切的！
m192_story2	如此冷静、聪慧、真诚……非常好。\我越来越想要得到你了！
m192_story3	你这是让我趁乱得到魔王宝座？\这跟我理想中的计划不太一样，不过你做恶魔很失败，\但还是蛮聪明的嘛。
m192_true1	看呀，未来的魔王！快叫乐队来！\如果没有的话，就吹口哨吧！
m192_true2	就算有丽莎这么优秀的魅魔在你身边，你的能力也不过如此吗……
m192_true3	如果我们合作的话，我们可以打造一个前所未有的魔界！\握住我的手，没用的恶魔。
m192_victory	留名青史的伟大胜利！
m193_boss_long	你听见什么声音了吗？
m193_boss_short	快点，快点！
m193_ctskill	我们并不害怕！
m193_death_1	毛球飞向了远方的天空彼端……
m193_death_2	好累……
m193_drive	我就知道我们会赢！
m193_hit_1	唔啊！
m193_hit_2	呜……
m193_hit_3	糟糕……
m193_prskill	出～发！
m193_skill	我会拯救你的！
m193_spa	水！\啊！\不要！\让我们出去……
m193_startbt	不能输啊，主人！
m193_story1	「来啦来啦！怪异的世界！」\「好像很好玩！」「好像很恐怖！」\「太棒了！」
m193_story2	「毛球在这里！」\「吓到了吗？」\「也许我会飞得很远！」\「要好好抓着我哦。」
m193_story3	「开心的毛球！」\「不对！是乱糟糟的毛球！」\「好多好多毛球！」
m193_true1	「毛球来啦！」\「这是哪里？」\「被台风吹来的哦！」\「很高兴认识你！」
m193_true2	「从猫身上来的！」\「最喜欢猫毛了！」\「好软！」\「猫尾巴最棒！」
m193_true3	「我喜欢猫！」「我闻到猫的味道了！」\「有故乡的味道……」「猫毛？」
m193_victory	主人万岁！猫咪万岁！
m194_boss_long	别忽视我，草隆！
m194_boss_short	你怕了吗？草隆？
m194_ctskill	我想怎么做就怎么做，草隆！
m194_death_1	我不喜欢这样！呜哇～！
m194_death_2	呜哇～！
m194_drive	我很强的，草隆！
m194_hit_1	唔啊！
m194_hit_2	呜哇～！
m194_hit_3	草隆！
m194_prskill	不要欺负我草隆！
m194_skill	你要打我？
m194_spa	温泉真好，草隆……
m194_startbt	我不想战斗，草隆……
m194_story1	草隆讨厌魔王争夺战草隆！\已经不想再战斗了！
m194_story2	草隆保证，绝对不会在主人的饼干里加泻药的……
m194_story3	梦中的恶魔对我很温柔，草隆。\然后草隆醒来的时候，恶魔就在我旁边。
m194_true1	你必须战斗才能成为魔王，草隆。我不想战斗，草隆。\绝对不想，草隆！
m194_true2	我好无聊，草隆！你总是躺在床上，草隆……\如果你继续忽视我，我要在你屁股上来一刀，草隆！
m194_true3	你也不喜欢战斗吗？草隆？\那为什么不跟我玩，草隆！
m194_victory	我想要奖品，草隆！
m195_boss_long	别忽视我，光隆！
m195_boss_short	你怕了吗？光隆？
m195_ctskill	我想怎么做就怎么做，光隆！
m195_death_1	我不喜欢这样！呜哇～！
m195_death_2	呜哇～！
m195_drive	我很强的，光隆！
m195_hit_1	唔啊！
m195_hit_2	呜哇～！
m195_hit_3	光隆！
m195_prskill	不要欺负我光隆！
m195_skill	你要打我？
m195_spa	温泉真好，光隆……
m195_startbt	我不想战斗，光隆……
m195_story1	光隆讨厌魔王争夺战光隆！已经不想再战斗了！
m195_story2	光隆保证，绝对不会在主人的饼干里加泻药的……
m195_story3	梦中的恶魔对我很温柔，光隆。\然后光隆醒来的时候，恶魔就在我旁边。
m195_true1	你必须战斗才能成为魔王，光隆。我不想战斗，光隆。\绝对不想，光隆！
m195_true2	我好无聊，光隆！你总是躺在床上，光隆……\如果你继续忽视我，我要在你屁股上来一刀，光隆！
m195_true3	你也不喜欢战斗吗？光隆？\那为什么不跟我玩，光隆！
m195_victory	我想要奖品，光隆！
m196_boss_long	别忽视我，火隆！
m196_boss_short	我讨厌魔王争夺战，\火隆！
m196_ctskill	我想怎么做就怎么做，火隆！
m196_death_1	我不喜欢这样！呜哇～！
m196_death_2	呜哇～！
m196_drive	我很强的，火隆！
m196_hit_1	唔啊！
m196_hit_2	呜哇～！
m196_hit_3	火隆！
m196_prskill	不要欺负我火隆！
m196_skill	你要打我？
m196_spa	温泉真好，火隆……
m196_startbt	我不想战斗，火隆……
m196_story1	火隆讨厌魔王争夺战火隆！\已经不想再战斗了！
m196_story2	火隆保证，绝对不会在主人的饼干里加泻药的，火隆……
m196_story3	梦中的恶魔对我很温柔，火隆。\然后火隆醒来的时候，恶魔就在我旁边。
m196_true1	你必须战斗才能成为魔王，火隆。我不想战斗，火隆。\绝对不想，火隆！
m196_true2	我好无聊，火隆！你总是躺在床上，火隆……\如果你继续忽视我，我要在你屁股上来一刀，火隆！
m196_true3	你也不喜欢战斗吗？火隆？\那为什么不跟我玩，火隆！
m196_victory	我想要奖品，火隆！
m197_boss_long	别忽视我，水隆！
m197_boss_short	你怕了吗？水隆？
m197_ctskill	我想怎么做就怎么做，水隆！
m197_death_1	我不喜欢这样！呜哇～！
m197_death_2	呜哇……
m197_drive	我很强的，水隆！
m197_hit_1	唔啊！
m197_hit_2	呜哇～！
m197_hit_3	水隆！
m197_prskill	不要欺负我水隆！
m197_skill	你要打我？
m197_spa	温泉真好，水隆……
m197_startbt	我不想战斗，水隆……
m197_story1	水隆讨厌魔王争夺战水隆！\已经不想再战斗了！
m197_story2	水隆保证，绝对不会在主人的饼干里加泻药的，水隆……
m197_story3	梦中的恶魔对我很温柔，水隆。\然后水隆醒来的时候，恶魔就在我旁边。
m197_true1	你必须战斗才能成为魔王，水隆。我不想战斗，水隆。\绝对不想，水隆！
m197_true2	我好无聊，水隆！你总是躺在床上，水隆……\如果你继续忽视我，我要在你屁股上来一刀，水隆！
m197_true3	你也不喜欢战斗吗？水隆？\那为什么不跟我玩，水隆！
m197_victory	我想要奖品，水隆！
m198_boss_long	别忽视我，暗隆！
m198_boss_short	你怕了吗？暗隆？
m198_ctskill	我想怎么做就怎么做，暗隆！
m198_death_1	我不喜欢这样！呜哇～！
m198_death_2	呜……呜哇……
m198_drive	我很强的，暗隆！
m198_hit_1	唔啊！
m198_hit_2	呜哇～！
m198_hit_3	水隆！
m198_prskill	不要欺负我，暗隆！
m198_skill	你要打我？
m198_spa	温泉真好，暗隆……
m198_startbt	我不想战斗，暗隆……
m198_story1	暗隆讨厌魔王争夺战暗隆！\已经不想再战斗了暗隆！
m198_story2	暗隆保证，绝对不会在主人的饼干里加泻药的，暗隆……
m198_story3	梦中的恶魔对我很温柔，暗隆。\然后暗隆醒来的时候，恶魔就在我旁边。
m198_true1	你必须战斗才能成为魔王，暗隆。我不想战斗，暗隆。\绝对不想，暗隆！
m198_true2	我好无聊，暗隆！你总是躺在床上，暗隆……\如果你继续忽视我，我要在你屁股上来一刀，暗隆！
m198_true3	你也不喜欢战斗吗？暗隆？\那为什么不跟我玩，暗隆！
m198_victory	我想要奖品，暗隆！
m199_boss_long	愚蠢，竟然敢阻挠我？
m199_boss_short	碍事的家伙都去死吧！
m199_ctskill	臣服于我！
m199_death_1	我不会忘记这次耻辱的……
m199_death_2	呜啊……
m199_drive	哈哈哈，死吧！
m199_hit_1	呵啊！
m199_hit_2	吼。
m199_hit_3	咕哇！
m199_prskill	如果你办得到，就逃啊！
m199_skill	让开！
m199_spa	对一位想要成为魔王的人来说，你还真是缺乏礼数。
m199_startbt	我对那些反抗我的人绝不留情。
m199_story1	大家都只会把酸臭的垃圾留给我收拾！\我会处理好一切的！
m199_story2	如此冷静、聪慧、真诚……非常好。\我越来越想要得到你了！
m199_story3	你这是让我趁乱得到魔王宝座？\这跟我理想中的计划不太一样，不过你做恶魔很失败，\但还是蛮聪明的嘛。
m199_true1	看呀，未来的魔王！快叫乐队来！\如果没有的话，就吹口哨吧！
m199_true2	就算有丽莎这么优秀的魅魔在你身边，你的能力也不过如此吗……
m199_true3	如果我们合作的话，我们可以打造一个前所未有的魔界！\使用我的力量吧，没用的恶魔。
m199_victory	留名青史的伟大胜利！哈哈哈！
m200_boss_long	胆小鬼没资格当我对手！
m200_boss_short	堂堂正正地上吧！
m200_ctskill	胜利！
m200_death_1	命运……真是讽刺……
m200_death_2	呜哇！
m200_drive	最后一次警告！
m200_hit_1	呜呃……
m200_hit_2	还真痒。
m200_hit_3	啊啊！
m200_prskill	下一个对手是谁？！
m200_skill	需要帮忙吗？
m200_spa	你应该再早点告诉我这种好地方。
m200_startbt	我绝不会让这个机会溜掉的！
m200_story1	在和平的时候，能享受就该好好享受。因为你不知道什么时候就会失去这样的机会。
m200_story2	所有的肉体都有毁灭的一天，然而我却像现在这样获得了新的生命，这有谁能料到呢？
m200_story3	猫本来就很难驯服，在充满阳光的草地上，更是如此。
m200_true1	命运总是在不经意间来临，我们的相遇也是神的安排。
m200_true2	请别拒绝我的帮助，我不希望浪费你赐予我的机会。
m200_true3	法老是世上最伟大国度的王，我很荣幸成为她的盾。
m200_victory	我希望你一直都这么信任我。
m201_boss_long	宁死不退！
m201_boss_short	投降吧！
m201_ctskill	收到！
m201_death_1	作战失败！撤退！
m201_death_2	呃啊…
m201_drive	让我来结束这场战争吧！
m201_hit_1	哇！
m201_hit_2	啊！
m201_hit_3	哼！
m201_prskill	面对灭绝而恐惧吧！
m201_skill	前进！
m201_spa	主人，敌军……在哪……\嘟隆隆……
m201_startbt	是时候结束这一切了！
m201_story1	只有胜者才能在战场上活下来。\败者是没有未来的。
m201_story2	战争是残酷的。\如果跟主人一样懦弱，第一个死的就是你……
m201_story3	不管是什么作战，我都能完美执行！
m201_true1	主人！敌人在哪里？\我会让他们有来无回！
m201_true2	我能够执行你下达的任何命令！相信我，机甲指挥官不会让你失望的！
m201_true3	身为军人，宁死不退。但主人你和我不一样，你很懦弱，所以我真的很担心你。如果你想逃跑……就躲在我后面吧。
m201_victory	任务完成！
m202_boss_long	很高兴见到你，我的朋友！
m202_boss_short	你好，我的朋友。
m202_ctskill	是的，遵命！
m202_death_1	呵呵呵……我必须要回到我的主人身边……
m202_death_2	啊啊啊！
m202_drive	我会结束这一切的，主人！
m202_hit_1	咕哇！
m202_hit_2	呜啊!
m202_hit_3	快跑！
m202_prskill	出去走走吧。
m202_skill	哇啊！
m202_spa	主……主人，我进水后，就……就……动不了了……
