// key	CHAT_
c001_17_boss_long	鏘～鏘！你好，可愛的主人♥
m125_startbt	你逃不掉的。
m125_story1	我很樂意接受你的幫忙。
m125_story2	看來我是唯一還記得這些詞的人。
m125_story3	從現在開始，我會幫助你的，主人。
m125_true1	我對於威脅魔界的人可是絕不留情。\為了你的利益著想，最好跟我合作。
m125_true2	我唯一的任務就是從罕見人跡的黑暗深度觀察魔界。
m125_true3	對我來說，魔界是個充滿歡樂回憶的好地方。\我期待我可以回去的那一天。
m125_victory	做得好。
m126_boss_long	我很驚嘆你竟然能走到這麼遠。
m126_boss_short	走到這一步…
m126_ctskill	投降吧。
m126_death_1	我會追捕你直到最後…
m126_death_2	噢嗚…
m126_drive	Ehelma。
m126_hit_1	喝啊！
m126_hit_2	嗚…！
m126_hit_3	噢嗚…
m126_prskill	Ata halom。
m126_skill	喝！
m126_spa	我突然抵擋不了…睡意…
m126_startbt	你逃不掉的。
m126_story1	我很樂意接受你的幫忙。
m126_story2	看來我是唯一還記得這些詞的人。
m126_story3	從現在開始，我會幫助你的，主人。
m126_true1	我對於威脅魔界的人可是絕不留情。\為了你的利益著想，最好跟我合作。
m126_true2	我唯一的任務就是從罕見人跡的黑暗深度觀察魔界。
m126_true3	對我來說，魔界是個充滿歡樂回憶的好地方。\我期待我可以回去的那一天。
m126_victory	做得好。
m127_boss_long	我很驚嘆你竟然能走到這麼遠。
m127_boss_short	走到這一步…
m127_ctskill	投降吧。
m127_death_1	我會追捕你直到最後…
m127_death_2	噢嗚…
m127_drive	Ehelma。
m127_hit_1	喝啊！
m127_hit_2	嗚…！
m127_hit_3	噢嗚…
m127_prskill	Ata halom。
m127_skill	喝！
m127_spa	我突然抵擋不了…睡意…
m127_startbt	你逃不掉的。
m127_story1	我很樂意接受你的幫忙。
m127_story2	看來我是唯一還記得這些詞的人。
m127_story3	從現在開始，我會幫助你的，主人。
m127_true1	我對於威脅魔界的人可是絕不留情。\為了你的利益著想，最好跟我合作。
m127_true2	我唯一的任務就是從罕見人跡的黑暗深度觀察魔界。
m127_true3	對我來說，魔界是個充滿歡樂回憶的好地方。\我期待我可以回去的那一天。
m127_victory	做得好。
m128_boss_long	我很驚嘆你竟然能走到這麼遠。
m128_boss_short	走到這一步…
m128_ctskill	投降吧。
m128_death_1	我會追捕你直到最後…
m128_death_2	噢嗚…
m128_drive	Ehelma。
m128_hit_1	喝啊！
m128_hit_2	嗚…！
m128_hit_3	噢嗚…
m128_prskill	Ata halom。
m128_skill	喝！
m128_spa	我突然抵擋不了…睡意…
m128_startbt	你逃不掉的。
m128_story1	我很樂意接受你的幫忙。
m128_story2	看來我是唯一還記得這些詞的人。
m128_story3	從現在開始，我會幫助你的，主人。
m128_true1	我對於威脅魔界的人可是絕不留情。\為了你的利益著想，最好跟我合作。
m128_true2	我唯一的任務就是從罕見人跡的黑暗深度觀察魔界。
m128_true3	對我來說，魔界是個充滿歡樂回憶的好地方。\我期待我可以回去的那一天。
m128_victory	做得好。
m136_boss_long	你一定要這麼吵嗎？
m136_boss_short	小聲點。
m136_ctskill	別動。
m136_death_1	我喪失了我的機會…
m136_death_2	嗚啊！
m136_drive	時候到了。
m136_hit_1	喝啊！
m136_hit_2	咕哇！
m136_hit_3	唔啊！
m136_prskill	別鬧了！
m136_skill	唔啊！
m136_spa	你可以幫我把這個脫下來嗎？
m136_startbt	向你報恩的時候到了！
m136_story1	還合你的口味嗎？
m136_story2	我只是為了報恩，\多虧了他，我才能有所轉變。
m136_story3	事情愈重要，你愈應該考慮信任你的好友。
m136_true1	如果我沒有遇見你，就會永遠被困在黑暗之中。\我無法形容我有多麼感激你。
m136_true2	請不要對我的契約者太嚴格。\畢竟，我也是她的一部分。
m136_true3	你想成為哪一種惡魔？\不管你的目標是什麼，我都會幫助你達成。
m136_victory	我很高興能夠幫助你。
m137_boss_long	我會竭盡所能地去戰鬥。
m137_boss_short	我不會輸的。
m137_ctskill	別來礙事…
m137_death_1	我很抱歉…
m137_death_2	我還沒聽到鈴聲…
m137_drive	做個了結吧。
m137_hit_1	哇！
m137_hit_2	啊！
m137_hit_3	啊！
m137_prskill	如你所願，大人。
m137_skill	不好意思。
m137_spa	讓我幫你刷乾淨。
m137_startbt	你叫我嗎，主人？
m137_story1	我是屬於你的，主人。\你是我的主人。
m137_story2	這次的要求有點困難呢…但我會盡力完成的。
m137_story3	主人的僕人可是沒疲勞這個詞的！\我還能再戰。
m137_true1	我能怎麼幫助你，主人？\我在這裡為你服務。
m137_true2	我等候你的吩咐，主人。
m137_true3	你創造了我，主人。\我十分榮幸能以生命來服侍你。
m137_victory	有需要時隨時叫我…
m141_boss_long	歡迎來到惡夢。嘻－哈－哈！
m141_boss_short	怕了嗎？
m141_ctskill	這應該就夠了！
m141_death_1	我下次一定會贏的！
m141_death_2	咕啊！
m141_drive	我會把你拖進惡夢裡！
m141_hit_1	快逃吧！
m141_hit_2	嗚哇～！
m141_hit_3	唔啊！
m141_prskill	大卸八塊！
m141_skill	哈－哈－哈！
m141_spa	別這樣看著我。這很難為情…
m141_startbt	放馬過來吧，你這臭小子！
m141_story1	我一根手指頭就足以對付你了！
m141_story2	你的泡麵最好吃了！
m141_story3	啊！我好害怕！
m141_true1	我－我才不怕！我才是害怕的那一個！
m141_true2	我好害怕。請保護我。
m141_true3	我不喜歡惡魔，但既然你是我的主人，我只好接受了…
m141_victory	萬聖節贏了！
m142_boss_long	你會後悔在這邊出現的！
m142_boss_short	真是個白癡。
m142_ctskill	你真煩人。
m142_death_1	記著，我知道你長什麼樣子…
m142_death_2	呃…
m142_drive	去死吧！
m142_hit_1	嗚啊…
m142_hit_2	哇！
m142_hit_3	啊！
m142_prskill	要上囉！
m142_skill	讓開！
m142_spa	你打算在這裡待多久啊？
m142_startbt	我會回報相等的分量。
m142_story1	給你最後的警告！如果你再礙事的話，我會把你打得只剩那張嘴！
m142_story2	誰原諒誰啊？我可沒有要從任何人那邊尋求原諒。\我唯一想見的事就是他被摧毀！
m142_story3	我從我契約者的仇恨中而生。\你也許有辦法抑制，但你永遠無法讓它消失。
m142_true1	你是什麼人？朋友？敵人？\小心回答，你的性命就取決於你的答案。
m142_true2	我是仇恨的化身。我所尋求的就是報復。
m142_true3	看來你與我走向全然不同的道路。然而，只要你不礙事的話，我就願意幫助你。\畢竟，你是我的主人。
m142_victory	活該！
m143_boss_long	你會後悔在這邊出現的！
m143_boss_short	真是個白癡。
m143_ctskill	你真煩人。
m143_death_1	記著，我知道你長什麼樣子…
m143_death_2	呃…
m143_drive	去死吧！
m143_hit_1	嗚啊…
m143_hit_2	哇！
m143_hit_3	啊！
m143_prskill	要上囉！
m143_skill	讓開！
m143_spa	你打算在這裡待多久啊？
m143_startbt	我會回報相等的分量。
m143_story1	給你最後的警告！如果你再礙事的話，我會把你打得只剩那張嘴！
m143_story2	誰原諒誰啊？我可沒有要從任何人那邊尋求原諒。\我唯一想見的事就是他被摧毀！
m143_story3	我從我契約者的仇恨中而生。\你也許有辦法抑制，但你永遠無法讓它消失。
m143_true1	你是什麼人？朋友？敵人？\小心回答，你的性命就取決於你的答案。
m143_true2	我是仇恨的化身。我所尋求的就是報復。
m143_true3	看來你與我走向全然不同的道路。然而，只要你不礙事的話，我就願意幫助你。\畢竟，你是我的主人。
m143_victory	活該！
m144_boss_long	你會後悔在這邊出現的！
m144_boss_short	真是個白癡。
m144_ctskill	你真煩人。
m144_death_1	記著，我知道你長什麼樣子…
m144_death_2	呃…
m144_drive	去死吧！
m144_hit_1	嗚啊…
m144_hit_2	哇！
m144_hit_3	啊！
m144_prskill	要上囉！
m144_skill	讓開！
m144_spa	你打算在這裡待多久啊？
m144_startbt	我會回報相等的分量。
m144_story1	給你最後的警告！如果你再礙事的話，我會把你打得只剩那張嘴！
m144_story2	誰原諒誰啊？我可沒有要從任何人那邊尋求原諒。\我唯一想見的事就是他被摧毀！
m144_story3	我從我契約者的仇恨中而生。\你也許有辦法抑制，但你永遠無法讓它消失。
m144_true1	你是什麼人？朋友？敵人？\小心回答，你的性命就取決於你的答案。
m144_true2	我是仇恨的化身。我所尋求的就是報復。
m144_true3	看來你與我走向全然不同的道路。然而，只要你不礙事的話，我就願意幫助你。\畢竟，你是我的主人。
m144_victory	活該！
m145_boss_long	你會後悔在這邊出現的！
m145_boss_short	真是個白癡。
m145_ctskill	你真煩人。
m145_death_1	記著，我知道你長什麼樣子…
m145_death_2	呃…
m145_drive	去死吧！
m145_hit_1	嗚啊…
m145_hit_2	哇！
m145_hit_3	啊！
m145_prskill	要上囉！
m145_skill	讓開！
m145_spa	你打算在這裡待多久啊？
m145_startbt	我會回報相等的分量。
m145_story1	給你最後的警告！如果你再礙事的話，我會把你打得只剩那張嘴！
m145_story2	誰原諒誰啊？我可沒有要從任何人那邊尋求原諒。\我唯一想見的事就是他被摧毀！
m145_story3	我從我契約者的仇恨中而生。\你也許有辦法抑制，但你永遠無法讓它消失。
m145_true1	你是什麼人？朋友？敵人？\小心回答，你的性命就取決於你的答案。
m145_true2	我是仇恨的化身。我所尋求的就是報復。
m145_true3	看來你與我走向全然不同的道路。然而，只要你不礙事的話，我就願意幫助你。\畢竟，你是我的主人。
m145_victory	活該！
m146_boss_long	你會後悔在這邊出現的！
m146_boss_short	真是個白癡。
m146_ctskill	你真煩人。
m146_death_1	記著，我知道你長什麼樣子…
m146_death_2	呃…
m146_drive	去死吧！
m146_hit_1	嗚啊…
m146_hit_2	哇！
m146_hit_3	啊！
m146_prskill	要上囉！
m146_skill	讓開！
m146_spa	你打算在這裡待多久啊？
m146_startbt	我會回報相等的分量。
m146_story1	給你最後的警告！如果你再礙事的話，我會把你打得只剩那張嘴！
m146_story2	誰原諒誰啊？我可沒有要從任何人那邊尋求原諒。\我唯一想見的事就是他被摧毀！
m146_story3	我從我契約者的仇恨中而生。\你也許有辦法抑制，但你永遠無法讓它消失。
m146_true1	你是什麼人？朋友？敵人？\小心回答，你的性命就取決於你的答案。
m146_true2	我是仇恨的化身。我所尋求的就是報復。
m146_true3	看來你與我走向全然不同的道路。然而，只要你不礙事的話，我就願意幫助你。\畢竟，你是我的主人。
m146_victory	活該！
m148_boss_long	把你的靈魂放進節奏裡！
m148_boss_short	讓派對開始吧！
m148_ctskill	哇！
m148_death_1	停下…錄音機…
m148_death_2	嗚哇～！
m148_drive	唱首歌！
m148_hit_1	啊！
m148_hit_2	啊！
m148_hit_3	咕啊！
m148_prskill	大聲點！
m148_skill	噢，耶！
m148_spa	一起泡溫泉的時間到了♪\沒什麼比這更好的了♪
m148_startbt	讓音樂開始吧！
m148_story1	你幹嘛叫他冷靜！\他傷了我的心欸！\我絕對不會原諒他！\一輩子都不會！
m148_story2	我的契約者？他在這邊幹嘛？\我看他是想在逃跑前\再立個新契約吧！
m148_story3	穿著紅衣服的契約者~♪\找上了惡魔~♪\喔耶！
m148_true1	惡魔！你喜歡唱歌嗎？你喜歡唱哪一種歌？\我會唱任何你想聽的歌！
m148_true2	嘿惡魔，聽聽這個！\你會喜歡的！噢天吶，我該從何開始？我還有好多想說的！
m148_true3	這是推薦你的歌！\給你聽♪
m148_victory	把屋頂掀翻吧！
m149_boss_long	讓我聽到你的聲音！
m149_boss_short	派對時間到啦♪
m149_ctskill	耶！
m149_death_1	為我唱首搖籃曲…
m149_death_2	呃…
m149_drive	為我唱首歌吧！
m149_hit_1	哇！
m149_hit_2	啊！
m149_hit_3	唔啊！
m149_prskill	盡情喧鬧吧！
m149_skill	把音樂開更大聲點！
m149_spa	音樂治療的時間到了！
m149_startbt	讓音樂開始吧♪
m149_story1	把耳朵借給我，聽我的歌曲♪\你的靈魂渴望音樂的洗禮♪
m149_story2	不要…我只為了惡魔而唱♪\為了我的惡魔♪
m149_story3	惡魔是夜行性動物♪\而最適合夜晚的音樂就是♪\…金屬樂！
m149_true1	靈感正從黑暗深處湧上來！\你簡直就是為我寫的歌！
m149_true2	音樂是我的生命！
m149_true3	為了你，我願意唱到沒有聲音♪
m149_victory	該唱首勝利之歌了！
m150_boss_long	你並不討厭我吧？
m150_boss_short	跟我玩！
m150_ctskill	你最好了，主人！
m150_death_1	你討厭我嗎？你討厭我嗎？
m150_death_2	唔啊！
m150_drive	這真好玩！
m150_hit_1	好痛！
m150_hit_2	汪！
m150_hit_3	咿！
m150_prskill	這是我的弱點！
m150_skill	汪汪！
m150_spa	*打嗝*糟了，我覺得我有點醉了…*打嗝*
m150_startbt	你呼喚了我？
m150_story1	狗狗！海翠克是你的狗喔，主人！
m150_story2	嘿嘿！主人！我好無聊！跟我玩！
m150_story3	麗莎大人！我現在開始就是你的寵物狗狗了！
m150_true1	你在哪裡，主人？我好無聊。\來跟我玩！
m150_true2	戰－戰鬥？但…我只希望跟大家和平相處…
m150_true3	主人…我不喜歡獨自一人。請不要遺棄我。\我想要你每天都陪我玩。
m150_victory	摸我，主人，摸我！
m151_boss_long	想要看月亮上的兔子嗎？
m151_boss_short	嘿嘿嘿！
m151_ctskill	放馬過來吧！
m151_death_1	別惹我生氣！
m151_death_2	唔啊！
m151_drive	呃啊！
m151_hit_1	哇！
m151_hit_2	啊！
m151_hit_3	啊！
m151_prskill	上了喔！
m151_skill	赫啊！
m151_spa	該是我…冬眠的時候了…
m151_startbt	阿姆斯，出發了！
m151_story1	放馬過來吧！誰想要來被兔兔咬一口？！
m151_story2	是雪欸！下雪了！下雪了！
m151_story3	可愛的惡魔跑去了月亮地方，\所以兔兔就毀掉了月亮！
m151_true1	跑啊，跑啊，跑得愈快愈好！\如果你不逃跑，我會殺了你！
m151_true2	我總是很生氣！這就是身為復活節兔子所代表的意義！嘿嘿嘿！
m151_true3	祝你好運，惡魔！這隻兔兔會守護你的！
m151_victory	阿姆斯，勢不可擋！
m152_boss_long	戰鬥至死方休！
m152_boss_short	別浪費時間了！
m152_ctskill	哈哈哈！
m152_death_1	不要！
m152_death_2	咕哇！
m152_drive	我贏了！
m152_hit_1	啊！
m152_hit_2	哇！
m152_hit_3	可惡！
m152_prskill	不准逃！
m152_skill	要上囉！
m152_spa	我正在升級中，就好好的期待吧！
m152_startbt	決鬥的時候到了！
m152_story1	好！跟我打吧，如果你贏了，我就當你的Child！\但如果我贏了…你就要成為我的惡魔。哈哈哈！
m152_story2	我不相信會平手！不是你贏，就是你輸！\這就是戰鬥的真諦！哈哈哈！
m152_story3	啊，我無法再忍受了！\我的戰士之血液正在沸騰！我現在就想找人打架！
m152_true1	我拒絕敗給這麼弱的人！那次不算！\這次，我會贏的！
m152_true2	你還要這樣坐著多久？快起來！我要親自訓練你！\你問要多久？直到你死為止！
m152_true3	所有存在的人物我都想挑戰！\各式各樣的對手都在等著我！
m152_victory	來吧，難道沒有人想要報名下一回合嗎？
m153_boss_long	一場真正的捉迷藏開始了。
m153_boss_short	你做了個好夢嗎？
m153_ctskill	你破綻百出！
m153_death_1	尚未結束呢。
m153_death_2	唔…
m153_drive	夢魘鐮刀！
m153_hit_1	唔！
m153_hit_2	啊！
m153_hit_3	呃啊！
m153_prskill	夢魘陷阱！
m153_skill	閉嘴！
m153_spa	今天晚上的夢應該會是個好夢…
m153_startbt	準備好做個夢魘了嗎？
m153_story1	我的主人不在。所以現在戰鬥就是我的事情了。
m153_story2	那會是很長的戰鬥耶。\感覺要打到有一邊死掉為止。
m153_story3	雖然有點不好意思，但我全看見囉。
m153_true1	你何苦找我呢？\我只會躲得更遠。
m153_true2	我在想，惡魔都做什麼樣的夢呢？\有時我真想瞧瞧你的夢，主人。
m153_true3	我想即使是你有時也會做惡夢的吧。\別擔心，主人，我會替你把他們打跑。
m153_victory	我的工作完成了。
m154_boss_long	何人敢迴避正義？
m154_boss_short	是審判的時刻了。
m154_ctskill	正義的鐵鎚！
m154_death_1	審判尚未結束！
m154_death_2	你必得審判…啊！
m154_drive	邪惡必滅！
m154_hit_1	別自以為是了。
m154_hit_2	啊！
m154_hit_3	赫啊！
m154_prskill	神之雷！
m154_skill	天罰！
m154_spa	打擾我休息之人…皆為邪惡。
m154_startbt	審判開始。
m154_story1	你這次躲過審判。別以為下次的運氣還能那麼好。
m154_story2	惡魔，別以為自己安全了。\正義之錘降臨到你頭上的日子不遠了。
m154_story3	我們不是邪惡…我們是正義！
m154_true1	只有一種正義。\我的話語就是正義。
m154_true2	正義與邪惡。無法兩者並存。\你是哪一方？
m154_true3	你想要我認同你？\那就先認同我的正義吧。
m154_victory	正義降臨大地！
m189_boss_long	貪婪是會受到懲罰的！
m189_boss_short	別惹我生氣！
m189_ctskill	我會咬你！
m189_death_1	我的寶藏被搶走了…
m189_death_2	嗚哇～！
m189_drive	我咬！
m189_hit_1	唔啊！
m189_hit_2	嗚哇～！
m189_hit_3	你為什麼不打我？！
m189_prskill	接招！
m189_skill	驚訝嗎？
m189_spa	讓我的皮膚閃閃發光~
m189_startbt	我有點緊張！
m189_story1	你…你生氣了嗎？\不要生氣啦…
m189_story2	她總是祈禱著擁有保護\珍貴事物的力量。\而我這尖銳的牙齒正是證明。
m189_story3	我要加上牙齒比老虎還強壯。我不在乎是否會得到這附近最可怕的怪物這種稱號！\畢竟，如果你的寶藏被偷了，其他的一切都不重要了…
m189_true1	在你開始覬覦我寶藏的那一刻，就等著被大咬一口吧！
m189_true2	這些牙齒還是不夠強壯我這樣無法保護我的寶藏。\給我更強壯的牙齒！
m189_true3	這個寶藏看起來又小又奇怪，但卻是世界上最重要的東西。\你的寶藏也是一樣的，不是嗎，主人？
m189_victory	謝謝你保護我！
m190_boss_long	你有些好東西。
m190_boss_short	交出你所有的東西吧！
m190_ctskill	就這樣了？
m190_death_1	我完全壞掉了…
m190_death_2	噢嗚…
m190_drive	就讓我吃了你！
m190_hit_1	啊！
m190_hit_2	呃…
m190_hit_3	啊！
m190_prskill	我全部都要拿走。
m190_skill	太弱了。
m190_spa	從現在開始，這溫泉是我的…
m190_startbt	一旦我咬住了，我就不會鬆口。
m190_story1	你想要拿回去？就試著把它們拿回去啊！
m190_story2	這次你逃不掉的！\我會把你整個吞掉！
m190_story3	很好！我會幫助你成為一位魔王！\然後我會偷取你的力量，並自己成為魔王！哈哈哈！
m190_true1	還說要讓我願望成真呢，騙子。\我知道了！不如我們來試試看騙子嚐起來如何？
m190_true2	魔界的魔王規則。所有在魔界的東西都只屬於魔王的。\這王位可真好…
m190_true3	我最寶貴的物品是什麼？\所有你最貴的物品！
m190_victory	勝利….這滋味真好。
m191_boss_long	歡迎來到詐欺和仿冒的世界。
m191_boss_short	謝謝你過來。
m191_ctskill	我們談談此事吧。嘻嘻嘻…
m191_death_1	我的計畫失敗了…
m191_death_2	咕啊！
m191_drive	這次我是認真的！
m191_hit_1	啊！
m191_hit_2	啊嗚！
m191_hit_3	嗚啊！
m191_prskill	你仍信任我嗎？！
m191_skill	真純粹。
m191_spa	小心你腳下…
m191_startbt	呼喚我嗎？可別說我沒警告你喔。
m191_story1	我知道了。希望如此。\但有時，沉默會比欺瞞更可怕…
m191_story2	當然。我會是最忠心最好的Child。嗚誒誒誒…
m191_story3	啊，就是這樣…\畢竟，沒有什麼比看著人們懷疑並且背叛彼此還要更好的了…
m191_true1	主人你那天真無邪的臉，\我真的很喜歡啊，嘿嘿嘿~嗚誒誒誒…
m191_true2	你說，說謊是不行的?嗯，當然不行。\但你也是個騙子，不是嗎？
m191_true3	讓我來給你一些建議:別人愈是親近你，你就愈不需要去注意他。\畢竟，這個世界上充滿了騙子…
m191_victory	不知什麼時候就贏了。呵呵呵…
m192_boss_long	愚蠢啊，竟然敢阻撓我？
m192_boss_short	礙事的傢伙都去死吧！
m192_ctskill	臣服於我！
m192_death_1	我不會忘記這次恥辱的…
m192_death_2	嗚啊…
m192_drive	哈哈哈，死吧！
m192_hit_1	喝啊！
m192_hit_2	吼。
m192_hit_3	咕哇！
m192_prskill	如果你辦得到，就逃啊！
m192_skill	讓開！
m192_spa	對一位目標是成為魔王的人來說，你還真是缺乏禮數。
m192_startbt	我對那些反抗我的人絕不留情。
m192_story1	每個人都只會留酸臭的垃圾給我收拾！\我會自己處理好一切！
m192_story2	如此冷靜有智慧和真誠…太好了。\我愈來愈想要得到你了！
m192_story3	你打算順著這場混亂一路坐到王位嗎？\這可不是理想的方式，但對像你這種傢伙來說，也不是全然件壞事。
m192_true1	看呀，未來的魔王！呼喚樂隊吧！\如果不在的話就吹口哨吧！
m192_true2	就算有像麗莎這麼成功的魅魔在你身邊，你的能力也只有這樣嗎？
m192_true3	如果我們合作的話，我們可以打造一個前所未有的魔界！\握住我的手，沒用的惡魔。
m192_victory	留名青史大勝利！
m193_boss_long	你聽見什麼聲音了嗎？
m193_boss_short	快點，快點！
m193_ctskill	我們並不害怕！
m193_death_1	毛球飛向了遠方的天空彼端…
m193_death_2	好累…
m193_drive	我就知道我們會贏！
m193_hit_1	唔啊！
m193_hit_2	唔…
m193_hit_3	糟糕…
m193_prskill	出～發！
m193_skill	我會拯救你的！
m193_spa	水！\啊！\不！\讓我們出去…
m193_startbt	你做得到的，主人！
m193_story1	「我們在這裡耶！怪異的世界！」\「好像很好玩！」「好像很恐怖！」\「太棒了！」
m193_story2	「毛球毛球在這裡！」\「嚇到了嗎？」\「也許我會飛得很遠！」\「要好好抓著我喔。」
m193_story3	「開心的毛球！」\「不對！是亂糟糟的毛球！」\「好多好多毛球！」
m193_true1	「毛球毛球在此！」\「這是哪裡？」\「被颱風吹來的喔！」\「很高興認識你！」
m193_true2	「從貓身上來的！」\「最喜歡貓了！」\「好軟！」\「貓尾巴最棒！」
m193_true3	「我喜歡貓！」「我聞到貓的味道了！」\「有故鄉的味道…」「貓毛？」
m193_victory	主人萬歲！貓咪萬歲！
m194_boss_long	別忽視我草隆！
m194_boss_short	你怕了嗎，草隆？
m194_ctskill	我想怎麼做就怎麼做，草隆！
m194_death_1	我不喜歡這樣！哇！
m194_death_2	嗚哇～！
m194_drive	我很強的，草隆！
m194_hit_1	唔啊！
m194_hit_2	嗚哇～！
m194_hit_3	草隆！
m194_prskill	別霸凌我，草隆！
m194_skill	你要打我？
m194_spa	溫泉真好，草隆…
m194_startbt	我不想戰鬥，草隆…
m194_story1	草隆討厭魔王爭奪戰草隆！\我不想戰鬥草隆！
m194_story2	草隆保證不會在主人的餅乾裡加瀉藥的…
m194_story3	夢中的惡魔對我很溫柔草隆。\然後草隆醒來的時候，惡魔就在我旁邊草隆。
m194_true1	你必須戰鬥才能成為魔王，草隆。我不想戰鬥，草隆。\我一點都不想戰鬥，草隆！
m194_true2	我好無聊，草隆！你總是躺在床上，草隆…\如果你繼續忽視我，我要在你屁股上來一刀了，草隆！
m194_true3	你不喜歡戰鬥嗎，草隆？\那為什麼不跟我玩，草隆？
m194_victory	我想要獎品，草隆！
m195_boss_long	別忽視我，光隆！
m195_boss_short	你怕了嗎，光隆？
m195_ctskill	我想怎麼做就怎麼做，光隆！
m195_death_1	我不喜歡這樣！哇！
m195_death_2	嗚哇～！
m195_drive	我很強的，光隆！
m195_hit_1	唔啊！
m195_hit_2	嗚哇～！
m195_hit_3	光隆！
m195_prskill	別霸凌我，光隆！
m195_skill	你要打我？
m195_spa	溫泉真好，光隆…
m195_startbt	我不想戰鬥，光隆…
m195_story1	光隆討厭魔王爭奪戰光隆！我不想戰鬥光隆！
m195_story2	光隆保證不會在主人的餅乾裡加瀉藥的……
m195_story3	夢中的惡魔對我很溫柔光隆。\然後光隆醒來的時候，惡魔就在我旁邊光隆。
m195_true1	你必須戰鬥才能成為魔王，光隆。我不想戰鬥，光隆。\我一點都不想戰鬥，光隆！
m195_true2	我好無聊，光隆！你總是躺在床上，光隆…\如果你繼續忽視我，我要在你屁股上來一刀了，光隆！
m195_true3	你不喜歡戰鬥嗎，光隆？\那為什麼不跟我玩，光隆？
m195_victory	我想要獎品，光隆！
m196_boss_long	別忽視我，火隆！
m196_boss_short	我討厭魔王爭奪戰，火隆！
m196_ctskill	我想怎麼做就怎麼做，火隆！
m196_death_1	我不喜歡這樣！哇！
m196_death_2	嗚哇～！
m196_drive	我很強的，火隆！
m196_hit_1	唔啊！
m196_hit_2	嗚哇～！
m196_hit_3	火隆！
m196_prskill	別霸凌我，火隆！
m196_skill	你要打我？
m196_spa	溫泉真好，火隆…
m196_startbt	我不想戰鬥，火隆…
m196_story1	火隆討厭魔王爭奪戰火隆！\我不想戰鬥火隆！
m196_story2	火隆保證不會在主人的餅乾裡加瀉藥的火隆……
m196_story3	夢中的惡魔對我很溫柔火隆。\然後火隆醒來的時候，惡魔就在我旁邊火隆。
m196_true1	你必須戰鬥才能成為魔王，火隆。我不想戰鬥，火隆。\我一點都不想戰鬥，火隆！
m196_true2	我好無聊，火隆！你總是躺在床上，火隆…\如果你繼續忽視我，我要在你屁股上來一刀了，火隆！
m196_true3	你不喜歡戰鬥嗎，火隆？\那為什麼不跟我玩，火隆？
m196_victory	我想要獎品，火隆！
m197_boss_long	別忽視我，水隆！
m197_boss_short	你怕了嗎，水隆？
m197_ctskill	我想怎麼做就怎麼做，水隆！
m197_death_1	我不喜歡這樣！哇！
m197_death_2	嗚哇…
m197_drive	我很強的，水隆！
m197_hit_1	唔啊！
m197_hit_2	嗚哇～！
m197_hit_3	水隆！
m197_prskill	別欺負我，水隆！
m197_skill	你要打我？
m197_spa	溫泉真好，水隆…
m197_startbt	我不想戰鬥，水隆…
m197_story1	水隆討厭魔王爭奪戰水隆！\我不想再戰鬥了水隆！
m197_story2	水隆保證不會在主人的餅乾裡加瀉藥的水隆……
m197_story3	夢中的惡魔對我很溫柔水隆。\然後水隆醒來的時候，惡魔就在我旁邊水隆。
m197_true1	你必須戰鬥才能成為魔王，水隆。我不想戰鬥，水隆。\我一點都不想戰鬥，水隆！
m197_true2	我好無聊，水隆！你總是躺在床上，水隆…\如果你繼續忽視我，我要在你屁股上來一刀了，水隆！
m197_true3	你不喜歡戰鬥嗎，水隆？\那為什麼不跟我玩，水隆？
m197_victory	我想要獎品，水隆！
m198_boss_long	別忽視我，暗隆！
m198_boss_short	你怕了嗎，暗隆？
m198_ctskill	我想怎麼做就怎麼做，暗隆！
m198_death_1	我不喜歡這樣！哇！
m198_death_2	嗚－嗚哇…
m198_drive	我很強的，暗隆！
m198_hit_1	唔啊！
m198_hit_2	嗚哇～！
m198_hit_3	水隆！
m198_prskill	別欺負我，暗隆！
m198_skill	你要打我？
m198_spa	溫泉真好，暗隆…
m198_startbt	我不想戰鬥，暗隆…
m198_story1	暗隆討厭魔王爭奪戰暗隆！\我不想再戰鬥了暗隆！
m198_story2	暗隆保證不會在主人的餅乾裡加瀉藥的暗隆……
m198_story3	夢中的惡魔對我很溫柔暗隆。\然後暗隆醒來的時候，惡魔就在我旁邊暗隆。
m198_true1	你必須戰鬥才能成為魔王，暗隆。我不想戰鬥，暗隆。\我一點都不想戰鬥，暗隆！
m198_true2	我好無聊，暗隆！你總是躺在床上，暗隆…\如果你繼續忽視我，我要在你屁股上來一刀了，暗隆！
m198_true3	你不喜歡戰鬥嗎，暗隆？\那為什麼不跟我玩，暗隆？
m198_victory	我想要獎品，暗隆！
m199_boss_long	愚蠢啊，竟然敢阻撓我？
m199_boss_short	礙事的傢伙都去死吧！
m199_ctskill	臣服於我！
m199_death_1	我不會忘記這次恥辱的…
m199_death_2	嗚啊…
m199_drive	哈哈哈，死吧！
m199_hit_1	喝啊！
m199_hit_2	吼。
m199_hit_3	咕哇！
m199_prskill	如果你辦得到，就逃啊！
m199_skill	讓開！
m199_spa	對一位目標是成為魔王的人來說，你還真是缺乏禮數。
m199_startbt	我對那些反抗我的人絕不留情。
m199_story1	每個人都只會留酸臭的垃圾給我收拾！\我會自己處理好一切！
m199_story2	如此冷靜有智慧和真誠…太好了。\我愈來愈想要得到你了！
