// key	CHAT_SPA_
sc501_spa_4	งั้นเจ้าคิดว่าเจ้าเป็นใครกันแน่ล่ะ?\ใครซ่อนอยู่ใต้ผิวหนังของเจ้ากัน?
sc501_spa_5	เจ้ารู้หรือเปล่าว่ามาจากไหนและจะไปไหน?\เจ้าคงอยู่เพื่อตามหาคำตอบ
sc501_spa_max	เลิกโกรธซะ อย่าสุขหรือทุกข์มากเกินไป\ใจดีกับตัวเองบ้าง
sc502_spa_1	เฮ้อ ขอบคุณนะ\ข้ารู้สึกเหมือนได้พักร้อน
sc502_spa_2	ข้าคิดว่าท่านอาจารย์ก็อยู่ที่นี่เหมือนกัน เจ้าไปหานางให้ข้าหน่อยได้มั้ย?\ข้าอยากจะพักผ่อนหน่อยในระหว่างนี้...
sc502_spa_3	ถ้าข้าสวดภาวนาและฝึกฝนไปเรื่อยๆ อย่างน้อยข้าก็จะเก่ง\ได้สักครึ่งของอาจารย์ใช่มั้ยคะ? ข้าว่าดีแล้ว
sc502_spa_4	ทุกสิ่งมีช่วงเวลาของมัน ดอกไม้ผลิบานและร่วงโรย\เมื่อฤดูกาลเปลี่ยนผัน วันหนึ่งเจ้าเองก็จะผลิบานเช่นกัน
sc502_spa_5	เหล็กจะขึ้นสนิมหากไม่ได้ใช้งาน ส่วนน้ำนิ่งก็จะสูญเสียความบริสุทธิ์\อย่าลังเลที่จะเดินหน้าต่อไป
sc502_spa_max	บอกข้านะถ้าเจ้าอยากให้ข้าช่วย\ข้าทำหน้าที่ของตัวเองได้
sc503_spa_1	นี่คือดินแดนแห่งการพักผ่อนกายและใจ\ราวกับว่าข้าอยู่ในสวรรค์ของดินแดนสวรรค์
sc503_spa_2	ข้าสัมผัสได้ถึงพลังงานที่ไหลมาจากภูเขา\พลังงานภายในตัวข้าไหลเวียนอย่างลื่นไหล\เมื่อข้าแช่น้ำพุร้อนนี้
sc503_spa_3	เจ้าต้องการกักเก็บพลังงานของโลกให้นานกว่านี้มั้ยล่ะ\ฮี่ฮ่...\ถ้าต้องการแบบนั้น เรียกข้าละกัน
sc503_spa_4	พลังคู่ของจักรวาลต้องผสานกลมกลืนกัน\เพื่อนำพลังบวกมา\เราสามารถหาความกลมกลืนนั้นได้\หากเจ้าไปที่น้ำพุร้อนกับข้า
sc503_spa_5	ข้ากังวลที่ลมรบกวน\พลังงานของดิน\จบบอกมาและข้าจะสกัดกั้นลมให้
sc503_spa_max	โชคชะตาต้องกำหนดให้เราเจอกันแน่ๆ\หากเจ้าได้เป็นราชาปีศาจ\ข้าจะบอกข้อมูลของรินโกะ
sc504_spa_1	รอเดี๋ยว!\เจ้าแอบเก็บสถานที่เจ๋งๆ แบบนี้\ไว้ตลอดมาเลยเหรอเนี่ย?
sc504_spa_2	ค่อนข้างอุ่นนะ เจ้าว่ามั้ย?\เจ้าทำให้ร้อนกว่านี้ได้มั้ย?\อืมม... สวัสดี?\เจ้าเมินข้าเพราะข้าอ่อนแอใช่มั้ย?
sc504_spa_3	สิ่งที่มนุษย์บอกเจ้าเกี่ยวกับน้ำพุร้อนนี้เหรอ?\เจ้าบอกข้าได้นะ
sc504_spa_4	เจ้าควรหนีไปซะ\ถ้าเจ้าไม่อยากเข้าร่วมศึกชิงบัลลังก์ราชาปีศาจ\ซึ่งเป็นหน้าที่บ้าๆ ของปีศาจ
sc504_spa_5	นี่เป็นครั้งแรกที่ข้าเป็นเพื่อนกับปีศาจ\ข้าสงสัยว่าจะเป็นยังไงนะ\ถ้าเราพบกันก่อนที่ข้าจะมายังโลกมนุษย์
sc504_spa_max	เจ้ามีหัวใจที่เปราะบาง\เช่นเดียวกับข้า\ข้าหวังว่าปีศาจที่สุภาพอย่างเจ้า\จะได้เป็นราชาปีศาจ
sc505_spa_1	อ๊า! ได้อาบน้ำร้อนหลังจากวิ่งแข่ง...\สุดยอดไปเลย!
sc505_spa_2	ข้าเห็นไชลด์ที่ดูเหมือนนักกีฬาเต็มไปหมดเลยค่ะ มาสเตอร์\เราไปรวบรวมพวกนั้นและจัดแข่งกีฬาสีกันดีมั้ยคะ?
sc505_spa_3	ปุจฉาค่ะ มาสเตอร์! เสือชีตาห์เป็นสัตว์ที่เร็วที่สุด\ถ้างั้นใครคือไชลด์ที่เร็วที่สุดคะ?
sc505_spa_4	มาสเตอร์คะ เมื่อไหร่ท่านจะได้เป็นราชาปีศาจล่ะ? อะไรนะ? ไม่เลยเหรอ? อย่าพูดแบบนั้น!
sc505_spa_5	ข้าชอบวิ่งมากจริงๆ นะ สิ่งที่ข้าชอบรองลงมา\ก็คือการชมวิวทิวทัศน์สวยๆ กับเจ้า
sc505_spa_max	กับเจ้าแล้ว ข้าสามารถวิ่งไปได้ทุกที่ จนถึงสุดโลกปีศาจ...\หรือสุดขอบจักรวาลก็ได้! ข้ารู้ว่าข้าทำได้!
sc506_spa_1	ท่านช่างเป็นมาสเตอร์ที่ดีจริงๆ\ที่พาข้ามาอาบน้ำร้อนแบบนี้
sc506_spa_2	ข้าชอบวิ่งก็เพราะว่าได้เพลิดเพลินกับวิวทิวทัศน์สวยๆ\และให้ร่างข้าได้สัมผัสกับธรรมชาติขณะวิ่งอยู่
sc506_spa_3	ท่านปีศาจ ท่านไม่สนใจการแข่งเป็นกลุ่มหน่อยเหรอคะ?\บางครั้งข้าก็อยากจะวิ่งกับไชลด์คนอื่นหลายๆ คนบ้าง
sc506_spa_4	ท่านปีศาจ ข้าอยากให้ท่านขึ้นเป็นราชาปีศาจ แต่ท่านดูเหมือนไม่ค่อยอยากเป็นเลย\เอ่อ ข้าคิดว่าข้าคงต้องพยายามอย่างหนักเพื่อเราทั้งคู่แล้ว คิกคิก!
sc506_spa_5	ข้าชอบตอนที่ท่านเป็นกรรมการมากเลยค่ะ รู้สึกเหมือนว่าท่านรอต้อนรับข้าอยู่ทุกครั้งที่วิ่งเข้าเส้นชัย
sc506_spa_max	เจ้าก็แค่ต้องเดินบนเส้นทางที่เจ้าเชื่อมั่น\ข้าจะกรุยทางให้เอง
sc507_spa_1	นี่คืออะไรเหรอ?\เจ้าเตรียมบ่อน้ำพุร้อนนี้ให้ข้าเหรอคะ?\เจ้าก็รู้นี่ว่าข้าชอบเหล้ามากกว่า
sc507_spa_2	โอ้...\นี่ทำให้ข้ารู้สึกดีจริงๆ\แต่ก็ทำให้ข้าหิวน้ำมากๆ ด้วย\ข้าอยากได้โซดาเย็นๆ จังเลย...
sc507_spa_3	อาาา… เยี่ยมไปเลย\ข้าเริ่มมึนหน่อยๆ แล้ว\การเมาเป็นแบบนี้เองเหรอ?
sc507_spa_4	ข้าเริ่มชินกับบ่อน้ำพุร้อนแล้ว\ดีกว่าศาลเจ้าน่าเบื่อนั่นเยอะเลย\ฮ่าๆ!
sc507_spa_5	ฮู่ว ข้ารู้สึกสดชื่นมาก\พนันได้เลยว่าเหล้าตอนนี้ต้องรสชาติดีมากแน่ๆ\ไปดื่มกันมั้ย?
sc507_spa_max	ร่างกายของข้าตึงไปหมดแล้ว\เพราะติดแหง็กในศาลเจ้า\แต่ตอนนี้ข้ารู้สึกดีขึ้นมากเลย\ขอบคุณนะ!
sc508_spa_1	นี่อะไรกัน?\ข้าไม่เคยเห็นสถานที่แบบนี้มาก่อนเลย
sc508_spa_2	เจ้าเป็นใครกันแน่?\ทำไมเจ้าถึงดีกับข้า?
sc508_spa_3	ปีศาจก็คือปีศาจ\ภารกิจของข้าคือต้องกำจัดปีศาจให้เกลี้ยง\ไม่มีการยกเว้น
sc508_spa_4	เป็นเพื่อนกับปีศาจเหรอ?\ถ้านี่เป็นมุก ถือว่าไม่ขำเลยสักนิด
sc508_spa_5	ห้ามทรมานชาวบ้าน\ถ้าเจ้าทำตามนั้นได้ล่ะก็...\ข้าจะเลิกนับเจ้ารวมกับ\พวกปีศาจตนอื่นๆ
sc508_spa_max	บ่อน้ำพุร้อนเป็นสถานที่ลึกลับจริงๆ\ถึงแม้ว่าเจ้าจะไม่อยู่\ข้าก็จะปกป้องสถานที่แห่งนี้ไว้
sc509_spa_1	วลาดเล่าเรื่องตลกให้ข้าฟังอยู่เรื่องหนึ่ง\อืม... เป็นเรื่องที่ทุกคน\ตายในตอนจบน่ะนะ
sc509_spa_2	ดิวคาเลียนนั่นไม่ใช่สิ่งอื่นใดนอกจากกองสุมแห่งความลับ\แต่กระนั้นก็น่าแปลก\ที่ข้าไม่เคยเคลือบแคลงเขาเลย
sc509_spa_3	ตั้งแต่ที่ข้าอยู่นอกปราสาท ก็เป็นเวลาผ่านมานานมากแล้ว\และโลกก็ดูเหมือนจะต่างออกไป\ข้าตั้งตารอพบประสบการณ์ที่กำลังรอข้าอยู่
sc509_spa_4	น้ำอมฤตเป็นน้ำยาแห่งความเยาว์วัยนิรันดร์\และยังเป็นเครื่องพิสูจน์แห่งคำสัญญา\ที่จะไม่มีวันพังทลาย
sc509_spa_5	วันเวลาของข้าในหน่วยกล้าตายรู้สึกเหมือนผ่านมาทั้งชีวิต\แต่การได้พบกับเจ้า\ทำให้ข้ารู้สึกเหมือนราวกับว่าข้าได้ย้อนกลับไปยังวันเวลานั้น
sc509_spa_max	ข้าดีใจจริงๆ ที่ได้พบกับเจ้า\ขอบคุณที่ตามหาข้า\ในตอนที่ข้าหลงอยู่ในทางผ่านของเวลา
sc510_spa_1	คาดหวังถึงของขวัญหรืออะไรสักอย่างอยู่เหรอ?\ก็ไม่อยากทำร้ายจิตใจหรอกนะ แต่ข้าแกลบแล้วน่ะ
sc510_spa_2	น้ำพุร้อนดูเหมือนจะมีด้านที่ไหม้อยู่นิดหน่อยรึเปล่านะ?\เฮ้ เอาเบียร์เย็นๆ มาให้ข้าหน่อยสิ
sc510_spa_3	สีหน้าแบบนั้นมันอะไรกัน?\เจ้าดูเหมือนคนตายเลย
sc510_spa_4	เจ้าอยากให้ข้าบอกเจ้าว่าข้าซาบซึ้งงั้นเหรอ?\ง่ายพอตัวดีนี่... ขอบคุณนะ
sc510_spa_5	ถ้าเจ้าวางแผนจะทำให้มันจบ ก็เตรียมตัวให้พร้อมซะ\ถ้าเจ้าไปแบบครึ่งๆ กลางๆ ล่ะก็\คงจะโชคดีสุดๆ ไปเลยที่ไม่ตาย
sc510_spa_max	แวมไพร์, ปีศาจ, มนุษย์...\พวกมันทั้งหมดก็เหมือนกันสำหรับข้า\เพราะงั้นอย่าไปคิดมากเลย
sc511_spa_1	เจ้าจัดให้ข้าเหรอ?
sc511_spa_2	นี่ไม่ใช่สถานที่อันตรายหรอกใช่มั้ย?\โอีะ ไม่ใช่ว่าข้าไม่เชื่อเจ้านะ\คุณ ปีศาจ
sc511_spa_3	อืม... ที่นี่สดชื่นสุดๆ เลย แต่...\ข้าไม่แน่ใจว่าจะพักผ่อนที่นี่ได้หรือเปล่า
sc511_spa_4	ข้าอยากให้ทูรันอยู่นี่ด้วย...\โอ้พระเจ้า หวังว่าจะฟังดูไม่เหมือน\ว่าข้ากำลังบ่นอยู่หรอกนะ
sc511_spa_5	ข้าจะแช่บ่อน้ำพุร้อนนี้ได้จริงๆ เหรอ?\ขอบคุณมากนะคะที่พาข้ามาที่นี่
sc511_spa_max	ทูรันกำลังรอข้าอยู่ ข้าควรรีบไป\ขอโทษนะ
sc512_spa_1	โอ้ ว้าว ที่นี่ยอดสุดๆ ไปเลย\มนุษย์ก็มาที่นี่ด้วยงั้นเหรอ?
sc512_spa_2	อ๊า... ข้ารู้สึกอบอุ่นอย่างมหัศจรรย์\ข้าหวังว่าเขาจะสามารถผ่อนคลายที่นี่ได้เหมือนกัน
sc512_spa_3	เขาไม่จำเป็นต้องรู้สึกแบบเดียวกับข้า\แค่ได้เห็นเขาก็มีความสุขแล้ว
sc512_spa_4	เขาเป็นรักแรกของข้า ถึงเขาจะเป็นมนุษย์ แต่...\ข้าก็ยังรักเขาหมดหัวใจ
sc512_spa_5	ฟิโลตส์ให้กำลังใจข้าเสมอ\เป็นเพราะเธอ ข้าถึง\ได้รู้ว่ารักคืออะไร
sc512_spa_max	เพื่อนของข้ากำลังรอข้าอยู่\เดี๋ยวข้าจะกลับมานะ!
sc513_spa_1	ถ้าเจ้าถวายสถานที่นี้ให้ข้า\ข้าจะมอบรางวัลให้เจ้า
sc513_spa_2	มนุษย์ก็มีประโยชน์เหมือนกัน\แต่ความเขลาของมนุษย์ทำให้ควบคุมพวกนั้นยากมาก
sc513_spa_3	จำไว้ว่า\ผู้ที่ต่อต้านข้าจะได้รับโทษอย่างสาสม
sc513_spa_4	มานี่สิ\ข้าอยากดูหน้าเจ้าให้ชัดๆ หน่อย
sc513_spa_5	มอบทุกสิ่งที่เจ้ามีให้ข้า\ข้าจะเป็นแสงสว่างของเจ้าเอง
sc513_spa_max	ข้ามอบพรให้เจ้าได้\เจ้าปรารถนาสิ่งใด?\ข้าคืออะคราเซียผู้ยิ่งใหญ่\ข้าบันดาลให้ได้ทุกอย่าง
sc514_spa_1	ข้าไม่รู้ว่ามีสปาโลกปีศาจในโลกมนุษย์!\งั้นก็ไม่มีเหตุผลที่จะต้องกลับไปโลกปีศาจแล้วสินะ?
sc514_spa_2	มีหลายอย่างติดขัดทีเดียวพอไม่มีอาร์คิมาโก\แน่ล่ะว่าเขาทำให้ข้าปวดหัว แต่เขาก็ทำงานได้สำเร็จ
sc514_spa_3	เจ้ารู้มั้ยว่าเจ้าแปลกมากทีเดียว\ทำไมเจ้าไม่ใช้ประโยชน์จากพวกมนุษย์ล่ะ?\อย่าบอกนะว่าเจ้าเกิดมีจิตสำนึกขึ้นมา!
sc514_spa_4	ข้าอยากจะเป็นราชาปีศาจถ้าทำได้\แต่ข้าไม่ค่อยมั่นใจ เจ้ายังเหมือนเดิมใช่มั้ย?\พูดมาสิว่าอยากมาอยู่ในอาณาจักรของข้าหรือไม่?
sc514_spa_5	การที่ปีศาจอยากจะเป็นพระเจ้ามีอะไรน่าแปลก?\พวกเราก็เป็นคนโกหกตั้งแต่แรกอยู่แล้ว\เจ้าควรลองดูนะ น่าสนุก
sc514_spa_max	โลกปีศาจนี่แย่มากเลย ทุกคนดูถูกเจ้า\เจ้าชอบอยู่ในโลกมนุษย์มากกว่าเหมือนกันใช่มั้ย?\เจ้ากับข้า เราเหมือนกันมากทีเดียว!
sc517_spa_1	เจ้าอยากมาร่วมกับข้าเหรอ?\แหงสิ ได้เลย แต่เพราะว่าเจ้าคือมาสเตอร์
sc517_spa_2	ถ้าเจ้าคือเหตุผลที่ทำให้ข้าเกิดมาล่ะก็\งั้นเจ้าก็เป็นพ่อของข้าสินะ?\พ่ออย่างเจ้านี่ตลกสุดๆ เลย!
sc517_spa_3	เจ้าไม่รู้เลยจริงๆ สินะ\ว่าข้าชอบเจ้าแค่ไหนน่ะฮึ?
sc517_spa_4	เจ้าไม่อยากสู้เหรอ? เจ้าก็แค่ขี้ขลาดใช่มั้ยล่ะ?\งั้นก็ไม่เป็นไร เกรนเดลจะอยู่ข้างเจ้าเอง!
sc517_spa_5	ข้าปรารถนาอยากจะมีชีวิตที่สนุก\เจ้าบอกว่าปีศาจให้พรไม่ได้สินะ\แต่ข้ารู้สึกว่าความปรารถนาของข้าเป็นจริงได้เพราะเจ้าเลย
sc517_spa_max	มาใช้ชีวิตให้สนุก\ไปด้วยกันเถอะนะ มาสเตอร์\และแน่นอนว่าอย่าหนีไปอีก เข้าใจมั้ย?
sc520_spa_1	นี่วิเศษมากจนข้าลืมสิ่งที่ข้าสนใจทั้งหมดเลย
sc520_spa_2	ดีและอบอุ่น
sc520_spa_3	สถานที่นี้ดีกว่าที่ข้าคาดไว้ซะอีก
sc520_spa_4	ข้ารู้จักเจ้า เลยประหลาดใจที่พามาที่ดีๆ เป็นด้วย
sc520_spa_5	ข้าชอบมาที่นี่\มากกว่าต่อสู้กับโชคชะตาที่น่าเบื่อ
sc520_spa_max	ข้าอยากมาที่นี่พร้อมกับซาราสและแพนโดร่า
sc521_spa_1	นี่ไม่ใช่สไตล์ข้าเลย
sc521_spa_2	หืม… ข้าเดาว่าหลับไปแล้วสินะ
sc521_spa_3	หน้าที่ของไชลด์งั้นเหรอ\ถ้างั้น หน้าที่ของเจ้านายคืออะไรล่ะ\ข้ารู้สึกว่าดาเลีย\ไม่รู้ถึงเรื่องนั้นเลย
sc521_spa_4	ข้าจำไม่ได้ว่าขอให้เจ้าใจดีกับข้านะ\แต่ข้าจะไม่พูดหรอกว่าข้าไม่ชอบน่ะ
sc521_spa_5	พูดตามความจริง ทั้งเจ้าและดาเลียนี่น่าสมเพชนัก\ถึงจะพูดแบบนั้น เจ้าก็อยู่ด้วยได้ง่ายกว่า
sc521_spa_max	ข้าจะพยายามสุดความสามารถในแบบของข้าเอง\ตราบเท่าที่เราอยู่ด้วยกัน\คิดซะว่านั่นเป็นแค่ความเอื้อเฟื้อขั้นต่ำละกัน
sc522_spa_1	ข้าตามเจ้ามาที่นี่ก็เพราะสมมติฐาน\ที่ว่าข้าโดนหลอก\ดังนั้น มาดูกันว่าที่นี่น่ะ "น่าทึ่ง" จริง ๆ หรือเปล่า
sc522_spa_2	ข้าพยายามเขียนรายการสิ่งที่เซกาติทำได้อยู่\อย่างแรก: ตัวตลก อย่างที่สอง: นางแบบ\ส่วนอย่างที่สาม...
sc522_spa_3	ข้าตัดสินใจได้แล้ว\ข้าจะไปซื้อที่สปาโลกปีศาจนะ!
sc522_spa_4	เซกาติกับข้าจะใช้ชีวิตอย่างมีความสุขตลอดกาลร่วมกัน\ในโลกปีศาจตอนที่ศึกชิงบัลลังก์ราชาปีศาจสิ้นสุดแล้ว\มันเป็นโชคชะตาของเรา
sc522_spa_5	คิดว่าตัวเองโชคดีซะที่ได้เจอข้า\ข้ากำลังจะสร้างโชคชะตาไว้ให้เจ้าเลย
sc522_spa_max	เจ้าควรจะใจดีกับข้านะ รู้ไหม\ข้ากุมโชคชะตาเจ้าไว้ในมือของข้าอยู่
sc523_spa_1	ผิวของข้านุ่มขึ้นมาเลย\บ่อน้ำพุร้อนในโลกปีศาจนี้ก็ไม่ได้แย่แฮะ
sc523_spa_2	การแช่น้ำร้อนในวันคริสต์มาส เป็นการผสมผสานที่ไม่เลวเลยนะ
sc523_spa_3	เจ้าทำตัวราวกับว่าเป็นคนพิเศษเพราะเจ้ามีกล่องคริสต์มาส\เสพสุขซะให้พอนะ
sc523_spa_4	ซานต้ามักจะไม่ให้ของขวัญกับปีศาจ\แต่บางทีปีศาจตนที่น่ารักก็เป็นข้อยกเว้นได้
sc523_spa_5	เจ้าซ่อนกล่องคริสต์มาสไว้ที่ไหน หืม\ถ้าไม่บอกข้าจะจั๊กจี้เจ้านะ จั๊กจี้ จั๊กจี้
sc523_spa_max	ซานต้าจะมอบของขวัญให้กับเด็กดี\เอาล่ะ เด็กน้อย เจ้าอยากได้อะไรในวันคริสต์มาส
sc524_spa_1	นิโคลอยู่ไหน\เธอไม่มีทางพลาดโอกาสดีๆ แบบนี้หรอก
sc524_spa_2	ข้าไม่เข้าใจนิโคลเลย เจ้าเป็นปีศาจ ทำไมเธอ\ไม่จัดการเจ้าซักที กวางลากเลื่อนมีความสำคัญต่อเธอแค่ไหนกันนะ
sc524_spa_3	ซานตาคลอสมีตัวตนจริงๆ แต่เขาไม่ได้มีหน้าตาเหมือนกับที่หลายๆ คน\คิดไว้ เจ้าเคยเจอเธอแล้ว
sc524_spa_4	ข้าจะกลับบ้านทันทีที่ได้กล่องคริสต์มาสคืน\และข้าก็จะชำระล้างเจ้าเมื่อเสร็จเรื่อง
sc524_spa_5	เจ้าคงยังไม่ลืมว่าข้าเป็นเอ็กโซซิสต์ ใช่ไหม\แล้วทำไม เจ้าถึงทำดีกับข้าแบบนี้
sc524_spa_max	ข้าไม่เชื่อใจปีศาจ\แต่ถ้าเจ้ากลับใจแล้ว ข้าจะภาวนาต่อพระผู้เป็นเจ้าให้เจ้า
sc525_spa_1	บ่อน้ำพุร้อนกลางแจ้งกลางในฤดูหนาว...\มะ-ไม่เสียแรงที่มาเข้าร่วมศึกชิงบัลลังก์
sc525_spa_2	คะ-คู่หูพรหมลิขิตของข้าอยู่ที่ไหนกัน...
sc525_spa_3	ขะ-ข้าอยากได้คู่หูที่ฉะ-ฉลาด\พะ-เพราะข้าเองไม่ค่อยฉลาด เจ้ารู้ใช่มั้ย คะ-แค่ไม่ค่อยนะ...
sc525_spa_4	บะ-บอกตามตรง ข้ามะ-ไม่ได้อยากเข้าร่วมศึกชิงบัลลังก์เลย\ตะ-แต่ข้าไม่อยากถูกทิ้งให้อยู่ตามลำพัง นะ-ในโลกปีศาจเช่นกัน
sc525_spa_5	เจ้าโชคดีที่พบข้า\ใช่แล้ว ข้าคือปาฏิหาริย์ของเจ้าในวันคริสมาส ฮะฮะฮ่า!
sc525_spa_max	ขะ-ข้ามาจากดินแดนที่หนาวเหน็บ ขะ-ข้านึกว่าทุกที่\บนโลกมนุษย์นั้นจะหนาวเย็นซะอีก... ตะ-แต่ไม่ใช่ที่นี่
sc526_spa_1	ดูร้อนมากๆ เลย...\เจ้าเข้าไปก่อนสิ\อะไรนะ ท่านอยากเข้าไปด้วยกันไหม\หืมมมมมม... ข้าไม่ค่อยถูกกับความร้อนเท่าไหร่
sc526_spa_2	อื้มมม น้ำนี่สุดยอดเลย\เฮ้ ไปเอาผ้าเช็ดตัวมาให้หน่อย
sc526_spa_3	ข้าอยู่ในน้ำร้อนมาสักพักจนตัวแดงไปหมดแล้ว\ไปหาชาเย็นและขนมขบเคี้ยวมาให้ที
sc526_spa_4	เอ๋ เจ้าพูดว่าอะไรนะ\ข้าโตแล้วหรือยังไง\ดูสิว่าข้าอยู่ในน้ำร้อนๆ แบบนี้\มานานแค่ไหนแล้ว
sc526_spa_5	น้ำพุร้อนนี้ดีที่สุดจริงๆ\ข้ารู้สึกกระปรี้กระเปร่าสุดๆ!\ข้าสงสัยว่ามีแบบนี้ในโลกปีศาจไหม
sc526_spa_max	เฮ้ อยากเจอแดดดี้ของข้าไหม\อยากเป็นสมาชิกครอบครัวไหม
sc527_spa_1	ไม่รู้เลยว่ามีสถานที่ดีๆ แบบนี้อยู่ด้วย\อยากแช่น้ำกับข้าไหม
sc527_spa_2	อิอิ...\เจ้าหนักแน่นมากกว่าที่ข้าคิดไว้ซะอีก\งั้น เจ้าอยากหยุดพักกับข้าไหม
sc527_spa_3	ข้าก็ว่างั้น...\ข้าจะได้พักทั้งกายทั้งใจได้เต็มที่
sc527_spa_4	ฮี่ฮี่...\รักข้าไม่ใช่เหรอ\ข้าไม่ใช่คนดื้อรั้น แต่...
sc527_spa_5	ถ้าต้องการให้ข้าทำ...\ข้าสามารถเป็นไชลด์ที่โชคชะตากำหนดมาให้ท่านได้นะ\แต่ต้องไม่บอกนายหญิงรานิ โอเคไหม
sc527_spa_max	อา ข้ามีความสุขมาก\ถ้าท่านมอบความรักให้ข้ามากๆ\ข้าคิดว่าจะต้องมอบความรักให้ท่านเช่นกัน ♥
sc529_spa_1	ว้าว ที่นี่ดีจังเลย!ข้ารู้สึกเหมือนกำลังบินอยู่\ไม่อยากเชื่อเลยว่าเจ้าไม่รีบพาข้ามาให้เร็วกว่านี้
sc529_spa_2	ทุกสิ่งที่ข้ากังวลมลายหายไป\อะไรนะ?ข้าเป็นมนุษย์ข้ามีความกังวล
sc529_spa_3	ครั้งหน้าข้าอยากจะพาฮาธอร์มากับข้าด้วย\เจ้าคิดว่าเธอจะชอบที่แบบนี้มั้ย?เธอน่าจะชอบใช่มั้ย?
sc529_spa_4	มาด้วยกันมั้ย?ดีจังเลย!\มาสิ!
sc529_spa_5	ดีจังที่มีคนรับฟังข้า แม้ว่าเจ้าจะพูดมากก็เถอะ\อืม เจ้าคงไม่ได้แสร้งทำเป็นฟังหรอกนะ?
sc529_spa_max	เราคุยกันต่อได้มั้ย?\อะไรนะ?เรายังคุยกันไม่พอเหรอ?อืม ข้าก็แค่สนุกที่ได้คุยกับเจ้า
sc530_spa_1	อาห์... อุ่นมาก...\รู้ไหมว่ามีน้ำพุร้อนแบบนี้อยู่ในมหาสมุทรด้วย\อยากไปด้วยกันไหม?
sc530_spa_2	อะไรนะ\ข้าไม่ได้ทำตัวออกห่างนะ...\สาบานได้
sc530_spa_3	เฮ้ อืม...\นี่เป็นครั้งแรกของข้าที่ได้แช่บ่อน้ำพุร้อน ดังนั้น...\ช่วยสอนวิธีดื่มด่ำบรรยากาศอย่างถูกต้องได้ไหม?
sc530_spa_4	ข้าต้องแช่ให้น้ำถึงหัวไหล่...\ข้าทำถูกหรือเปล่า?
sc530_spa_5	จะไม่มาแช่ด้วยกันเหรอ?\มันสุดยอดมากเลย!
sc530_spa_max	น้ำพุร้อนวิเศษมาก\ได้พักแบบนี้ก็ดีเหมือนกัน
sc537_spa_1	ถ้าเทียบกะแดนสวรรค์แห่งอื่น ที่นี่ถือว่าไม่เลวเลยนะ\อ่าห์ รู้สึกดีจัง... ♪
sc537_spa_2	ถ้าทะเลเป็นสวรรค์สุดเย็นฉ่ำ ข้าเดาว่านี่คงเป็นทะเลที่อบอุ่น
sc537_spa_3	บางทีข้าอาจจะทำให้ที่นี่เป็นสวรรค์แห่งที่สองของข้าได้
sc537_spa_4	โยโฮ่ โยโฮ่♪\เจ้าจะไม่ขึ้นมากับข้าเหรอ\ถึงข้าจะชอบเล่นมันคนเดียวมากกว่า\แต่ครั้งนี้ข้าจะปล่อยผ่านเรื่องนั้นไปละกัน
sc537_spa_5	*ถอนหายใจ*\ข้าเอาตัวเข้าไปนอนในถุงขนาดใหญ่แบบนี้ได้เลยนะ...\อ๊ะ! ไม่ ไม่ ไม่!\ข้าต้องหาสวรรค์ของตัวเองสิ!
sc537_spa_max	ขอบคุณที่แสดงให้ข้าเห็นว่า\มีสวรรค์อยู่ในรูปแบบต่าง ๆ\จุดหมายต่อไปคือทะเล!
sc538_spa_1	ท่านเป็นคนค่อนข้างใคร่รู้เลยนะ\ที่พาข้ารับใช้อย่างข้า\มายังสถานที่แห่งนี้
sc538_spa_2	เจ้าอยากรู้ว่าถ้าอยู่ข้างในเรลิกศักดิ์สิทธิ์ มันจะไม่สะดวกสบายหรือเปล่างั้นเหรอ?\ฮืมม...\ก็พูดไม่ได้หรอกว่ารู้สึกแบบนั้น
sc538_spa_3	ทำไมเจ้าถึงยืนจ้องข้าอยู่ตรงนั้นล่ะ?\นี่เจ้า หรือว่าบางที...\เริ่มสนใจในตัวข้าแล้วงั้นเหรอ?
sc538_spa_4	ข้าเป็นข้ารับใช้ของท่าน\ข้าจะทำตามที่ท่านปรารถนา ไม่ว่ามันจะเป็นอะไรก็ตาม
sc538_spa_5	เจ้าเชื่อเหรอว่าข้าพูดล้อเล่นเรื่องนั้นน่ะ?\ช่างโชคร้ายจังนะ\ถ้าเกิดมันไม่ใช่เรื่องล้อเล่น...\เจ้าจะทำยังไงล่ะ?
sc538_spa_max	ในฐานะข้ารับใช้ของท่าน ข้าจะอยู่เคียงข้างท่านตราบเท่าที่ข้ายังมีชีวิตอยู่
sc539_spa_1	โอ๊ย ข้ายุ่งอยู่\แน่นอนว่าข้าจะมัวมาอยู่ที่นี่ไม่ได้
sc539_spa_2	ฮึ่ม!เจ้าคิดหรือว่าที่แบบนี้จะทำให้ข้าพอใจได้?\แต่ข้าขอบคุณสำหรับความตั้งใจละกันนะ
sc539_spa_3	ข้าคิดว่าการได้แช่น้ำร้อนก็ดีอยู่หรอก...\แต่อย่าเข้าใจผิดล่ะข้ายังโกรธเจ้าอยู่นะ!
sc539_spa_4	โฮะๆเอาล่ะ เจ้าอยากขอโทษข้าหรือยัง?\แต่ก็ยังไม่พอหรอกนะ
sc539_spa_5	ข้าจะอยู่ที่นี่นานอีกหน่อยเพื่อเจ้าละกัน\ถือเป็นเกียรติเลยนะ
