// key	CHARACTER_PROFILE_DESC_
c496_like	Need a hand?
c496_love	I'll always\be with you, Master.
c496_profile	Lassi is a Child born from a pact between the Master and Poppy,\a golden retriever who ran away from an animal shelter.\Poppy's wish is to find a new owner\and live happily together with Silk, a Russian blue.\Will they ever get their wish?
c497_interest	To follow the truth wherever it leads is the destiny of us alchemists.
c497_like	I'm definitely not merchant material.
c497_love	I can see the beauty hidden in your darkness.
c497_profile	Wodan is captivated by the aesthetics of mortals. She wants to understand their beauty, so she creates her own mortal realm inside her Universe. She enjoys her virtual human life to such a degree that she forgets all about her demonic identity. Methuselah comes to find her and realizes she has blinded herself and split her ego.\To save her from destroying herself, Methuselah binds her soul with his mana and makes her his familiar.
c498_interest	I've had enough.
c498_like	Now that's a start.
c498_love	Ain't your worst day.\Nice work.
c498_profile	Once known as Frederick, Sol was born in America in the 20th century. "That Man" betrayed him and turned him into a Gear.\He was no longer human but a device he developed allowed him to maintain his human form.\Afterwards, he became a bounty hunter going by the name Sol Badguy.\He's uncouth and hates working any harder than he has to.\A man of few words, he is not very good at expressing himself and tends to compensate\by bullying people into line or simply steamrolling them.
c499_interest	You've really surprised me.
c499_like	I want to see everyone.What is this feeling?
c499_love	I'm lonely butI'm not lonely.
c499_profile	Valentines are life-forms birthed in the Backyard devoid of emotions.\However, Ramlethal shows changes in emotion, faint though they may be.\She once declared war on humanity, but then began to open up by communicating with a certain pure-hearted young man.\She's helped many people and is now the brigadier leader for Illyria.\She's living life to the fullest, having new experiences and gaining knowledge.\She's ever accompanied by her familiar, Lucifero.
c500_interest	All right, I've seen enough.
c500_like	Here's where I judge you.
c500_love	May I make you an official offer?
c500_profile	Millia was an orphan that Zato-1, the leader of the Assassin's Guild took in and raised within the organization.It was then that she gained the ability to control her hair at will through Forbidden Magic.However, the work of killing caused her distress and she abandoned the guild.She was a silent and cold woman, but since living among ordinary people, she has become more compassionate and kind to others.She's conflicted about her lifestyle. Yet, inheriting the Assassin's Guild's philosophy and beliefs,she gathered the Guild's former members to form the new Post-War Administration Bureau.Acting as the director of the Bureau, she currently works to support Illyria.
c501_interest	You eat, you sleep, and eventually you die.\That's what it is to be human.
c501_like	I look forward to my death.
c501_love	Don't bother trying. Existence is ultimately meaningless.
c501_profile	Ragaraja was once Chief of the East Asian branch of the Exorcist Society\and one of the twelve apostles, Thomas' Scales.\However, she was involved in their political war\and subsequently excommunicated from the Society.\She now operates a small fortune-telling shop.\Despite becoming an ostracized priestess,\she's said to be as powerful as even the strongest exorcists.\And now she has the chance to regain her honor.
c502_interest	There is grief in your heart.
c502_like	Please, don't quit!
c502_love	Things may be difficult now,\but I'm certain you can find happiness.
c502_profile	A young girl whose life purpose was to be a shrine maiden.\She was possessed by the spirit of the most vicious of them\and was living on the streets after losing her parents.\That's when Ragaraja found her and gave her the power and means to quiet said spirit.\She then began working at Ragaraja's shop as a shrine maiden called To Keika.\Becoming a shrine maiden was a fate she could not escape,\but she drove away the evil spirit in herself and vowed to bring people happiness.\Perhaps, God heard her wish because she entered Ashram alongside Ragaraja.
c503_interest	Should you become Archfiend,\please grant me\a fair amount of status.
c503_like	With me,\you could become the\greatest being.
c503_love	Marvelous ideas\come to me.\What about you?
c503_profile	Being possessed of overly puissant spiritual senses, this pactmaker's wish is for an ordinary life.\However, Bari rejected such a life.\What this new Bari wished for\was a life of freedom, neither bound by nor fussing over anyone.
c504_interest	If it weren't for you,\I'd be the only demon\in this university.
c504_like	What'll you do if you become Archfiend?\It's not enough to stay like this.
c504_love	You and me,\we're both helpless demons.
c504_profile	Marduk was defeated by other demons and forced into a disadvantageous position,\so she descended to the Mortal Realm in search of her pride as a demon.\It was there she met demon worshippers, who would sell their souls for personal gain.\In this realm she was worshiped as a god, so she stayed there for hundreds of years,\convinced it was where she was meant to be.\Later, when the Archfiend Contest began,\she felt her position was now at risk given her disdain for battle.
c505_interest	Hey, Master, want to race with me for a little morning exercise?
c505_like	I want to be the fastest Child in the world.
c505_love	Master, when you become Archfiend, I can run in the Infernal Realm as much as I want, right?
c505_profile	Child Boreas was born from someone who enjoyed speed. All she cared about was racing. But her owner was disqualified from the Contest, and she became a wandering Child.\Boreas ran and ran, hoping to meet a new owner one day. Then, she came across a demon and his Child, Notus, who seemed just like her. "Are we destined to be rivals?"
c506_interest	Why do I run? Because there's a hill in front of me.
c506_like	Want to run with me, Demon?
c506_love	I'll go running anywhere with you, Demon.
c506_profile	Child Notus was born from her pactmaker's desire to run faster than anyone else. Every day, she looks for a hill to run up and push herself to the limits.\Rain or shine, she doesn't stop running. The only one who can keep up with her is her destined rival, Boreas.
c507_interest	The breeze feels so nice.\Hey, wanna grab a drink?
c507_like	Is the booze in the Infernal Realm\any good?
c507_love	Are Childs obligated\to help demons?\Well, that's tedious.
c507_profile	Phorcus is a Child born from the desire of a shaman, the village shrine maiden.\She was brought forth to protect the village in the pactmaker's place,\but since the pactmaker had never protected the village,\Phorcus didn't know what to do.\The pactmaker was a big drinker,\so Phorcus buys alcohol with abandon.\The problem is, Childs can't get drunk\on manmade liquor.
c508_interest	As if I'd believe\anything a demon says.
c508_like	If you come anywhere near me...\You're dead.
c508_love	Don't you dare lay a hand\on the villagers!
c508_profile	Chandra, a shaman from a foreign land who protects a seaside village with a shrine maiden.\After losing her family to a demon and leaving her hometown, she became a drifter.\She was saved by a villager and settled in the seaside village.\Afterwards, she came to believe she was destined to protect it.\However, the villagers never opened up to her,\seeing her as nothing but a wandering shaman.\Even so, she prays for the peace of the village every night.\She doesn't want to lose anyone ever again.
c509_interest	Your time to rest\will come one day.
c509_like	Thank you\for coming back.
c509_love	I will never forget the memories we forged together.
c509_profile	There is an old legend concerning the Poenari Citadel that still bears the scars of defeat.\It tells of the Vampire, a monster who sups human blood to gain everlasting life.\She is the terror of night incarnate, ruling over all her kind.\The alchemists believed she possessed the Elixir, a potion that grants eternal youth.\Strigoy has guarded the citadel, risking her life against countless alchemists and vampire hunters.\Was it truly the Elixir she wished to protect or was there a secret lost to the annals of history?
c510_interest	I've heard enough out of you.
c510_like	A damned demon...
c510_love	What exactly do you do?
c510_profile	The Krsnik family has hunted vampires for generations.\To their hallowed line, a maverick was born.\Making her way in the world under her family name, she keeps her given name a secret.\In a quest to kill all vampires, she hunts relentlessly,\bearing a large cross on her back and a cigarette on her lips.\Yet if she continues as she has, this pursuit will likely consume her life.\In order to avoid such a pitiable fate,\she makes for the source of the vampire plague, Poenari Citadel.
c511_interest	I don't know... You decide, Mr. Demon.
c511_like	I'm so ashamed...
c511_love	Is there such a thing as a good demon?
c511_profile	Philotes can't do anything on her own, so her best friend Turan helps her out.\In contrast to the bold and cheerful Turan,\Philotes was indecisive and saturnine, so in her insecurity,\she spent her days letting Turan make the majority of her decisions.\Until Turan was taken by a demon!\Now, though downtrodden by her ineptitude,\Philotes still wants to save her friend somehow.\Will she be able to take action and rescue Turan?
c512_interest	I'll become one of your Childs, too, Mr. Demon!
c512_like	I'll do anything\if it means I can meet him.
c512_love	Mr. Demon, I bet you know how to be friends with humans.
c512_profile	Turan became separated from her demon master in the midst of the Archfiend Contest.\Realizing it may be her only chance to escape,\she runs away with her friend, Philotes.\It is then she happens upon Ryou Hikawa, a human with whom she instantly falls in love.\While yearning to see him again,\she runs into a demon who seems to know how to befriend humans.\Turan's not the kind to let a chance slip through her fingers.\So what will she choose to do?
c513_interest	I am the tree of life\for all.
c513_like	Heed my voice.
c513_love	Do you like to play hide-and-seek?\Hee hee hee...
c513_profile	Akrasia's goal is to become Archfiend.\One day, in the midst of using her superb combat and charming abilities\--any and every means at her disposal--to gather Childs,\she hears of the Healing Light, a new religion founded by the demon Duetsha.\Discord in the church caused Duetsha to be ousted and Akrasia colluded\with Archimago, a demon worshipper and aide to Duetsha, to become the new god of the Healing Light.\Having so easily gained control of the church,\she now bolsters her ranks as she drains the worshippers' souls.
c514_interest	I'll give you an extra-special blessing!
c514_like	Get on one more of my nerves and you will be sorry!
c514_love	I hate the Infernal Realm.\I'm gonna build a kingdom of my own\in the Mortal Realm!
c514_profile	The demon Duetsha leads the new religion Healing Light as its god.\She has long given up on the Archfiend Contest\and instead is trying to build a kingdom to call her own in the Mortal Realm.\Her life of being worshiped by humans and luxurious comfort was cut dreadfully short\when she was betrayed by her subordinate,\the demon worshipper Archimago,\causing her to be banished from the Healing Light.\Will she get a chance for restitution and escape life out on the streets?
c516_interest	You're the wizard\who granted\my wish. ♥
c516_like	You can help yourself\to all of my chocolates\if you want, Mr. Wizard.
c516_love	There's a part of my heart\that even sweets won't fill.\What do I do with it?
c516_profile	Erysichthon, a Child born from the extravagant wish of a pactmaker\who had fallen into a crisis.\She possesses a keen sense of taste, a reflection of the child-like wish to gorge on sweets.\Yet despite her love of sweets, she is simply terrible at making them.\And every time she tries--and fails--\the succubi are stuck cleaning up the mess she made of the kitchen.\As her repertoire of recipes increases,\so do the succubi's wrinkles.
c517_interest	I'm gonna bully you.
c517_like	I'm not even close to being done bullying you.
c517_love	Cause I'm gonna bully you for all eternity!
c517_profile	Grendel's pactmaker has a propensity to trouble and torment others in her own unique way.\And she inherited it lock, stock, and barrel.\They're using any and all means available to them to broaden their web of terror,\Grendel throughout the world of Childs, and her pactmaker throughout cyberspace.\She's an emotional sadist and egotist who lives life on the fast lane.\She hates being bored, so she's always playing pranks,\but ends up bing a handful of a Child who doesn't realize she's the only one having fun.
c520_interest	Is there anyone out there who talks to worms?
c520_like	I don't believe anyone.
c520_love	Maybe I'll wait\and see for a while.
c520_profile	Ishimi is an ancient demon and very close to Sarasu of truth and Pandora of untruth.\She can see through lies but cannot discern the truth in revelations of the future.\Prometheus, a demon from the Celestial Realm, did have this power,\so she hated and distrusted him.\She blames him for Saras giving up her soul and becoming Heaven, an emblem of his creation,\as well as for the tragedies caused by Pandora's box.\Her one aim in life is revenge.\She was also the head of mobilization of the Infernal Realm senate.
c521_interest	What's with the staring?
c521_like	Still waiting for snacks here. I'm hungry, you know.
c521_love	I'm digging it.\I think I wanna be your Child.
c521_profile	Zegati is a Child born from a pactmaker who is ever grieving.\And her demon master Dalia is always giving her headaches\with her penchant for interfering in others' lives.\Day after day, she drags Zegati into various situations, constantly stressing her out.\But she has finally decided to leave her master\and is taking the first steps in search of freedom.
c522_interest	Consider yourself lucky you met me.
c522_like	If you trust in me, I can forge your destiny!
c522_love	There's no such thing as predestination.\Destiny is something you craft yourself.
c522_profile	Dalia was never fond of the idea of predestination.\Thus, did she arrive at the preposterous notion\that she could alter others' destinies herself.\Without delay, the idea propelled her to start interfering with the demons around her.\As a result, she earned the nickname Meddlesome Dalia,\and became hated by one and all.\However, she had already clearly found a taste for altering others' destinies.\Even now she can be seen gleefully looking for new victims.
c523_interest	Santa Claus is a miserable sort. He dumps things on me, too.
c523_like	I hate to see those lovey-dovey, kissy-huggy couples on Christmas.
c523_love	Hear ye him... Clean your dratted ears and listen!
c523_profile	Exorcist Nicole is the guardian of the holy relic, "Christmas Box," and she foolishly lost it to a demon while looking for her missing sleigh-puller. Now, she's on the verge of being exiled from her family and the Exorcist Society. To redeem herself, Nicole must find the Christmas Box before her would-be successor, Pepita.\But she's born lazy. Can she find the Christmas Box and go back home triumphantly?
c524_interest	How dare you demon get in the way of me, an exorcist?
c524_like	Pay for your sins!
c524_love	Dear Lord, command me.
c524_profile	For over a thousand years, exorcist Nicole and her family have protected the holy relic, "Christmas Box," generation after generation. The Christmas Box is the symbol and identity of the Santa Claus family, Nicole foolishly lost it while looking for her stray sleigh-puller.\Her family reconsidered her qualifications as its representative and decided to replace her.\Pepita is an exorcist, but she has not yet fought demons by herself. Having been nominated as Nicole's successor, she set out to find the Christmas Box and prove her qualifications.
c525_interest	You're not terrified of seeing me. I'm impressed!
c525_like	You just do as I say.
c525_love	I-I'm a demon of her word...
c525_profile	Centuries ago, the demon Santa Claus known as "O Holy Nightmare" and his Child, Krampus, disappeared without a trace. Countless demons tried to take his title for themselves but to no avail. None of them could overcome Christmas Syndrome.\A rising demon, Grilla, took painstaking training and succeeded in it. Now, the only thing left for her is to find a partner. She heads for Japan, where the Contest is taking place, to find a Child powerful enough to carry on Krampus's legacy.
c526_interest	Don't you know who I am?!
c526_like	Aren't you afraid of me?
c526_love	Daddy will hear about this!
c526_profile	Cute little Rani was raised among her older demon brothers who spoiled her rotten.\When she became bent on joining the Archfiend Contest, she refused to listen to reason.\She came home shortly after, beaming with pride with a Child called Reynard by her side.\She then held a lavish party in the Infernal Realm to commemorate her first pact.\Everyone was impressed with her for going to the Mortal Realm and attaining a pact on her own.\However, they were all so busy praising her that they failed to notice how cunning Reynard was.
c527_interest	Hi there,\cute little Mr. Demon.
c527_like	Mmm, I don't know.\I guess I just like to tease you?
c527_love	Hey, come here for a second. ♥\Don't worry, I'm not gonna eat you or anything.\Heeheehee. ♥
c527_profile	Reynard is a vixen who wreaked all sorts of havoc in Harlem Street. She would enthrall demons, make pacts just to abandon them, and randomly attack Childs. Rani, her master, couldn't bear to stand back and watch, so she ordered other Childs to apprehend her, but even they were hoodwinked by Reynard's cunning. Eventually, Rani's father was able to capture her, but she waited for Rani to be gone and seized the chance to head back to Harlem Street.
c529_interest	I speak quickly because I'm afraid I might forget.
c529_like	I like bad boys. They're exciting.
c529_love	Can you be my man? Can you handle me? That makes me so happy!
c529_profile	The last of the exorcists' Twelve Disciples, known officially as the "Fruit of Matthias." She changed her name to Kubera, the patron saint of the north, when she became an exorcist because she was found in a forest to the north of Norway as an infant. She's quick-tempered and fast-talking, but also a deep thinker. She's known as the most intelligent of all of the active members in Exorcist Society.
c530_interest	Troubled by anything?
c530_like	Won't you eat something before you go?\Is there anything you want?
c530_love	The light within you...\It's... mystical.
c530_profile	Philip's Sail, the fifth of the apostles. She is also known as Pilos.\One of the oldest demigods, she hears the others' concerns\and can discover their abilities and awaken their latent power.\As such, they have great respect for her and call her Lord or Godmother.\Her cooking is fantastic,\but she is also talented as a healer of spirit and magic power.\She can detect the flow of spirit in humans and magic in demons and Childs\and can thus free obstructions and release tangles in these energies.
c537_interest	The being who protected me\from the other demons.
c537_like	I'm going to paradise first.
c537_love	I wish to see\whether an Infernal Realm ruled by you would\become the paradise I envisioned.
c537_profile	After Master vanished, more and more demons started scheming to make a pact with Elysion.\This is the perfect time to find a paradise of my own--\a place no one else knows!\She acquired a ship and set sail with only her own ambition.\However, on her maiden voyage she was suddenly beset by a storm.\It was a truly dire situation, since she cannot swim!\Will she reach her paradise in one piece?
c538_interest	I'm glad our paths crossed\once again.
c538_like	Our reunion\took a long time.
c538_love	Will you dream with me?
c538_profile	The demon Sallos, a close associate of Prometheus, offered up her flesh and soul and became the guardian spirit of the Holy Relic Chronohoplon. Prometheus attempted to leave behind his powers of precognition in the form of a Holy Relic. However, he failed to do so, instead creating the Chronohoplon and recording a checkpoint back to which time may be rewound. Yet there is a limit to how much and how quickly it can be used due to its enormous magic power consumption. Prometheus entrusted it to Belial, steward of the Infernal Realm, who, in turn, gave it to Mitra.
c539_interest	Do you still not remember me?
c539_like	I can't take off my mask just yet.
c539_love	I want to be happy someday.
c539_profile	Belial is one of the three consuls who govern the Infernal Realm on behalf of the Archfiend. Her official title is Executioner. She has the authority and power to summarily execute all demons save the Archfiend and the other two consuls. One of the primordial demons who fought Brahmin alongside Lucifer, she uses the "Chrono Hoplon," a holy relic made by Prometheus, to rewind time to the "checkpoint" she created.
c545_interest	Humans and Demons—they're all just the same in the end.
c545_like	Perhaps I'm feeling curious.
c545_love	You'd better not stimulate me. It'll be dangerous...
c545_profile	Ariel is an angel who had been sent from Heaven to observe Mortal Realm and Infernal Realm as the "Watcher." She hides her identity and works as a TV hostess in "Channel Evil," the broadcasting station. Ariel usually conceals her power, as common people might burn to death if they were exposed to her true power. Like her predecessor angels, all she wanted was to wait until the end of her term, return to Heaven, and then get promoted. But she gets involved in Archfiend Contest and finds out about the new Omen. Ariel unintendedly steps into a new destiny.
c550_interest	What are we playing today?
c550_like	Today, tomorrow, and the day after that!\I wish it were Christmas\every day!
c550_love	Why do you get so low\when Christmas rolls around?\I'll cheer you up!
c550_profile	Every year at Christmas, Carol would read\ "A Christmas Carol" to her little sister.\ She would do a funny voice for the main character, Scrooge, to make her laugh.\ And so despite being impoverished they enjoyed Christmastime.\ Scrooge was born from Carol's wish to make it through Christmas.\ That was the character that gave Carol a reason\ to make the best of the holidays.\ Will Scrooge, the Child, be able to help Carol survive Christmas?
c552_interest	See? Didn't I tell you\I was number one?
c552_like	It's because I'm so lucky!
c552_love	These are the fruits\of my victory.
c552_profile	Ophois is often impatient and never satisfied with anything less than being number one.\ She does everything as fast as she can and uses whatever means necessary to come out on top. So extreme is her fixation with being the best, that she was convinced even her luck must be better,\ so she took to testing it by drawing lots.\ What she failed to realize was that a costume ticket with a very unique stipulation\ would be presented to the first prize winner.\ That is, whoever won the drawing for it.
m001_interest	Hot hot hot!
m001_like	I'm really feeling it!
m001_love	Treasure me.
m001_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m002_interest	I'm cold...
m002_like	I'm really feeling it!
m002_love	Treasure me...
m002_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m003_interest	My eyes!
m003_like	My eyes! My eyes!
m003_love	S-Squeaky!
m003_profile	A Child born of a lizard secretly living in the young master's bathroom. It was given the name Fire Dragon because its red-hot rage is expressed with fire. It thinks of its pactmaker Squeaky as its one and only family. The stench of the young master's feet always agitates it.\Somehow, it gets along surprisingly well with the other Childs.
m004_interest	My eyes!
m004_like	My eyes! My eyes!
m004_love	S-Squeaky!
m004_profile	A Child born of a lizard secretly living in the young master's bathroom. It was given the name Ice Dragon because its cool rage is expressed with ice. It thinks of its pactmaker Squeaky as its one and only family. The stench of the young master's feet always agitates it.\Somehow, it gets along surprisingly well with the other Childs.
m005_interest	Meow!
m005_like	Yummeow meow!
m005_love	Yimmeow meow!
m005_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m006_interest	Uck!
m006_like	Uck uck...
m006_love	Gyahaha!
m006_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m007_interest	Man, you're persistent!
m007_like	Oooh! This is getting interesting!
m007_love	Hey, hurry and become the Archfiend so we can play in the Infernal Realm!
m007_profile	Cursed dolls are terrifying, even to demons. The young master was forced into a pact by a doll who threatened to curse him if he refused to live with it. Unfortunately for him, the Child born of that pact, Teddy, is just as ill-tempered as its pactmaker.\Don't be fooled by its adorable origins: Even though its name comes from the stuffed animal kids know and love, this Teddy loves to cause mischief along with the other prank-loving Childs.
m008_interest	Blorp...
m008_like	Sliiide...
m008_love	Schlip...
m008_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m009_interest	Blorp...
m009_like	Sliiide...
m009_love	Schlip...
m009_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m010_interest	Puddin'...
m010_like	Puddin' pudoon...
m010_love	Flan flan puddin'...
m010_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m011_interest	Puddin'...
m011_like	Puddin' pudoon...
m011_love	Flan flan puddin'...
m011_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m012_interest	This is fun!
m012_like	That sounds good!
m012_love	Treasure me, okay?
m012_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m013_interest	Hand over the carrots!
m013_like	This is a carrot stickup!
m013_love	Do you eat carrots?
m013_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m015_interest	Yelp!
m015_like	Yelp yelp!
m015_love	Hooowl!
m015_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m017_interest	You see?
m017_like	Are you being seen?
m017_love	Don't look, okay?
m017_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m018_interest	Pom!
m018_like	Pom?
m018_love	Pom?!
m018_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m021_interest	...
m021_like	Donkey...
m021_love	Hee haaaw!
m021_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m022_interest	Arf!
m022_like	Grrr!
m022_love	Arf arf!
m022_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m023_interest	Rustle...
m023_like	Rustle rustle...
m023_love	Rustle rustle rustle...
m023_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m025_interest	...
m025_like	Berry?
m025_love	Berryyy?
m025_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m026_interest	…?
m026_like	Peep?
m026_love	Peep peep!
m026_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m027_interest	Screee!
m027_like	Screee screee!
m027_love	Eeee!
m027_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m028_interest	Squeak...
m028_like	Squeak?
m028_love	Squeak squeak squeak!
m028_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m029_interest	This is fun!
m029_like	That sounds good!
m029_love	Treasure me, okay?
m029_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m030_interest	Fwoosh...
m030_like	Fwoosh woosh...
m030_love	Woooosh...
m030_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m031_interest	...
m031_like	...
m031_love	Oho!?
m031_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m035_interest	Squeal!
m035_like	Squeak squeak?
m035_love	Squeak squeak!
m035_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m036_interest	Shall I take a peek?
m036_like	I want to know your true form.
m036_love	There's a demon\somewhere inside you.
m036_profile	A psychopathic monster who feels the pain and joy of others.\It awakens the secret desires hiding in the depths of human hearts. The young master is a subject of great interest to it, as it is convinced that he is hiding a demonic nature behind his decidedly undemonic facade.\The only Child it associates with is Night Chaser, because their pactmakers share a bond.
m037_interest	Have fun!
m037_like	No running!
m037_love	How's that? Does it hurt?
m037_profile	A psychopathic monster who enjoys hurting others.\As its name Chaser suggests, it pursues its chosen targets with fierce tenacity, subjecting them to pranks that often cross the line of safety and good taste. It has no regard for the cruelty inherent to its actions.\Voice Messenger is the closest thing it has to a friend among the other Childs because their pactmakers share a bond.
m038_interest	What?
m038_like	I have...two masters?
m038_love	Hate...\new...master...
m038_profile	A monster born of a corrupted exorcist's soul.\Its pactmaker gave it the name Diablo, figuring that as long as he has been corrupted, he may as well take it the whole nine yards. Although it speaks clearly and concisely, its replies are so slow that it is almost physically painful to listen to.\A creature of instinct, it hates Judas because of the bad blood between their pactmakers.
m039_interest	I'll kill you if you anger me!
m039_like	Why aren't you angry?
m039_love	If you won't get angry, I will!
m039_profile	The raging Child Kali Yuga is named for a Hindu term which signifies destruction and ruin.\It relies on its instincts like a savage animal, but when it sees something cute, it immediately calms down. It is particularly fond of Davi.
m040_interest	You're a rather troubled child.
m040_like	Why don't you give up on being the Archfiend and just live like me?
m040_love	Maybe it's better for the world if someone unselfish becomes the Archfiend.
m040_profile	A Child who realized how pointless life is. It was given the name Chainkiller because its main weapon is a saw attached to a chain. Imagine that. A well-mannered skeptic, it is disinterested in both its pactmaker's wishes and the Archfiend Contest. It occasionally has prophetic visions of the future, but there is no way of knowing if its predictions are true until the event comes to pass. Its loss in the battle against Forbidden Eve left it in a greatly weakened state.
m045_interest	Comfort me!
m045_like	Look only at me!
m045_love	Please...\Your attention is all I crave.
m045_profile	An ill-fated Child born of a woman who was dumped.\In response to its pactmaker's wish to live happily ever after, it was given the name Bouquet. It is obsessed with the young master and persistently follows him around.
m047_interest	Cheep?
m047_like	Cheep peep?
m047_love	Peep cheep!
m047_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m048_interest	Hop!
m048_like	Hop hop!
m048_love	Roll roll, hop!
m048_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m049_interest	Fool.
m049_like	Pathetic.
m049_love	I'm not wrong.
m049_profile	A Child born from the heart of a crooked mathematician who refuses to admit his errors.\It is named Skull because it hangs around lifelessly and has no discernible presence. When its pactmaker gets riled up, it raises its enthusiasm to match.\It constantly says "I'm not wrong" and calls people "fools."
m050_interest	Stick out your neck so I can make a clean cut.
m050_like	Why won't you fight?!
m050_love	I'll cut off your\enemies' heads for you.
m050_profile	A Child born of a man who trembles in the shadow of death.\It is named Guillotine for the instrument of murder it carries, almost as if its pactmaker's delusions have been made manifest. Just like its pactmaker, its wish is to meet a swift death, and offers to provide the same for its prospective victims using its trusty guillotine.
m051_interest	I arise.
m051_like	Kill me!
m051_love	Will you kill me if you become the Archfiend?
m051_profile	A Child born of a woman who planned every day to commit suicide.\The intense longing for death it inherited from its pactmaker led to it being given the name Hades, after the selfsame god of death. Its body blazes with an unslaked hunger for oblivion to which it is unable to succumb. Not a single day passes without it speaking its morbid desires aloud.\Its disfigured body belies no hint of its gender.
m052_interest	Get away from Lisa.
m052_like	What a pain.
m052_love	I love Lisa.
m052_profile	Born from a lizard of the Infernal Realm, it was named Basilisk after the selfsame snake of legend.\It was loyal to Frej for a time, but it left after getting fed up with his capriciousness. Now it hangs out with Lisa, who was formerly Frey's aide.\Displeased with Lisa's new master, it vows that it belongs to Lisa and no one else.
m053_interest	WeAk LITtlE...\dEMONs...\KilL THEm ALl!
m053_like	D-DEmoN...\uNForGiVaBle...\UnfORGivAbLE!
m053_love	SmALL...\wEAk ONES...\I'Ll pRotEcT...yOu.
m053_profile	A monster discovered at the Saint Michael's School for Girls, its identity unknown.\Despite its zombie-like appearance, it's very much alive.\It's usually hard to understand. However, short conversations are possible when it's in a good mood.
m054_interest	When I was born,\I wasn't there.
m054_like	From the heavens, an angel...\a demon descends!
m054_love	Shut up! Shut up!\Ahhh! Help!
m054_profile	Gomorrah. A Child born from Babel's experiments.\This unprecedented monster is ugly and only spouts primitive desires.\Therefore, its name is taken from the lustful city destroyed by God.\It eerily gets along with Hydra, another experimental creation.
m056_interest	Give me your throne!
m056_like	Fine, I'll cooperate with you.
m056_love	I'll become the Archfiend!\So recognize my power!
m056_profile	Covetous of all things to the point that it desires to devour them like a black hole, it took the name Abaddon, after the angel of the bottomless pit.\Its pactmaker's status as a politician has influenced its personality, making it act haughtily. However, it is not as sly as its pactmaker, so its wicked heart shines through. It wants to steal the young master's throne and become master of all the Childs. Even now, it is scheming to make the capable succubus Lisa into its private secretary.
m057_interest	Don't touch me.
m057_like	This is more trouble than I thought.
m057_love	Do whatever you want,\so long as you don't touch me.
m057_profile	An urban legend states that if one looks up at the night sky on a deserted street, he will bear witness to a blue dragon shining like the moon. But what if that was more than just a legend? In truth, the legend speaks of the demonic dragon Olga, named after the god of night for the way it darts about beneath the moon's watchful gaze. Although it presides over an urban domain, it knows little of interpersonal connection because it was born of a damaged heart.
m059_interest	Commence battle preparations!
m059_like	Preparing for battle!
m059_love	Ready for battle!
m059_profile	In a twist of fate, a screw that the hapless young master tread upon turned into a monster. Gaining consciousness from the power of demonic blood, it was reborn as Bazooka, a war machine that lives to seize victory. It is a renowned marksman that never misses its shot. Although it appears to be a heartless machine, when battle breaks out, its eyes shine for the most fleeting of moments.\Remember: It's not a machine gun, it's a bazooka!
m061_interest	And...jab!
m061_like	I'm gonna stab you!
m061_love	Get well soon!
m061_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m062_interest	And...jab!
m062_like	I'm gonna stab you!
m062_love	Get well soon!
m062_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m063_interest	Good work out there!
m063_like	Please take care of yourself.
m063_love	I'm always\ready to help!
m063_profile	Poison Ampoule is a Child who is poisonous to humans but curative to demons.\It is one of the syringes used by Bluffing Demeter, and was born of a soul fragment from Demeter's pactmaker. Not one to squander its restorative ability, it injects tired demons with the liquid it carries.\Even now, it is still living happily with Demeter, its former mistress.
m064_interest	Oink?
m064_like	Oink oink?
m064_love	Piggyyy ♥
m064_profile	A Child born of the wicked thoughts of humans who gather at spiritual spots.
m065_interest	Oink?
m065_like	Oink oink?
