// key	CHAT_SPA_
sc001_spa_1	呼……没什么比宠爱自己一下更好的了♥
sc459_spa_3	啊……卡库斯……希望她别又惹上麻烦了……
sc459_spa_4	我确实跟卡库斯相处了很久，\但她是我的妹妹。
sc459_spa_5	只要你照顾好卡库斯，我就没问题。\虽然外表看起来不像，但她挺可爱的。
sc459_spa_max	说真的，我忙着照顾卡库斯，都忽略了自己。\谢谢你。 我现在觉得好多了。
sc460_spa_1	这地方的味道很棒。\我很乐意再跟她一起来。
sc460_spa_2	我能多信任你？\没有事情能改变你是恶魔的这个事实……
sc460_spa_3	Child不是工具，至少对我来说是这样。\我的Child就是我的朋友，我的家人。
sc460_spa_4	所有珍贵的事物终将消逝。\不知道是否因为我珍惜她，她才被夺走的。
sc460_spa_5	卡西亚觉得我只是在玩英雄游戏，\但我真的希望有一天能成为Child的英雄。
sc460_spa_max	在我成为魔王后，我会建立一个\Child不再受苦的世界。
sc461_spa_1	恶魔，这里很贵，对吧？\我知道你不是很有钱，所以我不会待太久的。
sc461_spa_2	我每一天都在等你。\那段日子很难熬，但现在没事了。我们又在一起了。
sc461_spa_3	恶魔，你觉得如何？\我跟以前一样耀眼美丽吗？
sc461_spa_4	不用急。\我们的家不会跑掉的。
sc461_spa_5	我想过当你回来时，要说些什么。不过你回来后，\我就高兴到没空想其他事了。
sc461_spa_max	别担心。我们总有一天会幸福的。\我保证。
sc462_spa_1	你看见小夜子了没？\嘻嘻。她有时很害羞。
sc462_spa_2	没人能原谅她。\所有人都离开了。我……我跟她一样，是个罪人。
sc462_spa_3	我无法成为小夜子的光。\我只能于暗影中陪在她身边行走。
sc462_spa_4	我可能无法拯救小夜子，\但我能成为她躲避世界的树荫。
sc462_spa_5	我不在乎你是恶魔还是神。\如果要守护小夜子，我也能成为恶魔。
sc462_spa_max	把目标放得更高一点。\小夜子和我会从最低之处看着你的。
sc463_spa_1	这里有点……吵。我们能去安静一点的地方吗？
sc463_spa_2	又不是我自己想方向感不好的。\所以你能别唠叨了吗？
sc463_spa_3	小鬼，跟我说实话吧。你还没准备好\接受我对吧？你太软弱了。
sc463_spa_4	如果你只想站在那边看，那就请你离开。\除非你想加入我。哈哈。
sc463_spa_5	我承认自己很幸运能遇见你，\但这不代表我需要忍受你那傲慢的眼神。
sc463_spa_max	恐怕我们的命运已经纠缠在一起了。\我别无选择，只能跟你待在一起。
sc464_spa_1	我好久没感觉那么平静了。
sc464_spa_2	色不异空，空不异色；\色即是空，空即是色。
sc464_spa_3	我越沉净自己的心智，就越了解\无物纯洁。何谓真正的善？
sc464_spa_4	伤只有在结疤时才会成为过去。\你的伤口依旧敞开。
sc464_spa_5	我曾经想惩罚所有的恶。但后来，\在我与你相遇后，我了解自己必须接纳邪恶。
sc464_spa_max	我在转世后，还能与你相遇吗？\我们能记得彼此吗？
sc465_spa_1	不该劳烦您的…\让您费心了...
sc465_spa_2	多亏了你，我好好休息过了。\我会用下一场战斗的胜利来回报你的。
sc465_spa_3	我训练哪吒，并确保她能自力更生。\就算她有时候的行为不当，也请不要讨厌她。
sc465_spa_4	主人，我能带哪吒一起来吗？\她总是很疲劳……
sc465_spa_5	你一直都是很慷慨的主人，我不知道\该如何报答你。我永远都亏欠于你。
sc465_spa_max	你永远都是我的主人。
sc466_spa_1	噢，我都不知道还有这样的地方存在。看起来很不错。
sc466_spa_2	哇，你看！这堆泡沫好蓬松！\真好玩。我想更常来这里！
sc466_spa_3	主人，你为什么不早点带我来这里？\你是想独享这里吗？
sc466_spa_4	嗯……我的皮肤感觉好柔软……我也感觉好放松……\这太棒了。谢谢你，主人。
sc466_spa_5	到目前为止，你是我有过的最好的主人。啊哼！\所以你最好维持下去，然后不要抛弃我！能答应我吗？
sc466_spa_max	啊……我感觉好好休息过了。嘿嘿！\谢了，主人。你是世界上最棒的恶魔！
sc467_spa_1	噢，我没料到会收到这样的礼物！\我永远不会忘记的。
sc467_spa_2	我也跟自己的病患推荐了这个温泉。\其实弗林斯跟我也常来。
sc467_spa_3	你晚点想跟弗林斯和我一起吃晚餐吗？\嗯？你在他身边感觉不自在吗？噢……
sc467_spa_4	弗林斯一定在某处看着我，\准备随时跳出来救我。哈哈。
sc467_spa_5	你就跟弗林斯一样。\尤其是每隔一段时间就需要有人照料你这点，更是如此。哈哈。
sc467_spa_max	我帮你，不只是要回报你。\我这么做，是因为你是我的朋友。
sc468_spa_1	好热！ 搞不懂你们这些人。\为什么你们喜欢在这么热的水里泡澡？
sc468_spa_2	与奈芙蒂斯在一起时，我感到很自在。\跟其他Child亲近，也没那么糟糕。
sc468_spa_3	你知道吗？ 我不用读你的心，\也知道你在想什么。 都写在你的表情上了。 真有趣。
sc468_spa_4	一开始，我以为你是个心胸狭窄的人，\但现在，我知道你对自己的Child来说，是个多好的主人。 谢谢你。
sc468_spa_5	我会阻止任何带着恶意接近你的人。\所以自信地前行吧。
sc468_spa_max	就算没人知道你的努力，\也别担心。 因为我知道。
sc469_spa_1	劳累了一天之后，\没什么比热水澡更舒服的了。
sc469_spa_2	你知道对我们这样的歌唱组合来说，最重要的是什么吗？是对音乐的热爱\和对我们歌迷的爱！
sc469_spa_3	好，好，好！你打电话给我了吗？请稍等片刻。\我正在练习水上签名，以备成名之用。
sc469_spa_4	主人，如果我是魔界最出色的歌手，\而你成为魔王，那不是很好吗？
sc469_spa_5	主人，有付出就有回报。\你想成为世界上最伟大的经纪人吗？
sc469_spa_max	也许我应该把用歌统治魔界当作我的梦想，\并且让你当我的经纪人。
sc470_spa_1	我再也不怕水啦！
sc470_spa_2	有的时候我会想，\第一个看到温泉，并决定跳进去的人类，\脑袋里到底在想什么。
sc470_spa_3	我尝试过学习游泳。\但总是学不会……\唉，算了！
sc470_spa_4	努力是一件很棒的事。\这样就能比昨天更进步，然后明天能比今天更进步。
sc470_spa_5	恶魔先生，我甚至无法想象，\在没有你观赏的情况下进行演出！
sc470_spa_max	我的目标是成为最强的偶像，\无论要花费多少时间。\你会帮我的，对吧？
sc471_spa_1	等一下，等一下！不能越过这里。\切勿破坏偶像的神秘感。
sc471_spa_2	甜美恶魔般性感！听起来很诱人，对吧？\做我的小提毗怎么样？
sc471_spa_3	和往常一样，我要舒展筋骨，开开嗓，练习舞步，\然后发掘新魅力……啊！你从什么时候开始看的？！
sc471_spa_4	偶像如何保持人气？嗯，亚里亚可能会说，\秘诀在于个性与微笑。
sc471_spa_5	为何不加入我们？你可以跟大师分摊工作。\怎么样？
sc471_spa_max	这听起来也许很可笑，\但我希望我们能用歌曲来统治世界。而且我知道如果你跟我们在一起，我们是可以做到的。
sc472_spa_1	啊，\温泉好温暖好放松。\我快融化了。
sc472_spa_2	涅普顿♥总在\我想睡觉的时候来打扰我。\一定有什么办法能阻止她。\唉
sc472_spa_3	行星小队的各位\最近处得很好。\这里面有你的功劳。\谢了啊。
sc472_spa_4	我几乎忘记自己是个恶魔了。\我想这就是偶像的影响吧……\这并不是在抱怨喔。
sc472_spa_5	我发现看着这些\可爱的成员进步令人很开心。\话说回来，\如果有任何人想超越她们，\就得先过我这关。
sc472_spa_max	只要我想到有朝一日会回魔界，\心情就很复杂。\看来我对你\和人界仍有所牵挂。
sc473_spa_1	好暖和，又令人放松！真不错！哎呀？ \你看起来很羡慕嘛。
sc473_spa_2	你怎么突然离开了？等等，让我猜猜。\嗯……你因为害怕了，所以想要逃离争夺战，对吧？
sc473_spa_3	我不知道自己配不配得上如此的奢华。\我该如何回报你呢？嗯……你怎么突然看起来那么担心？
sc473_spa_4	你不该那样封存自己的情绪。\如果有问题的话，跟我讲讲吧。我是个很好的倾听者。
sc473_spa_5	很抱歉我表现得像个小孩。\我现在真的很想帮你。\你愿意接受我的帮助吗？
sc473_spa_max	忘记自己的担忧，然后依靠我就好。\我就是你的幸运符！
sc474_spa_1	如果你没事的话，\就别烦我了。
sc474_spa_2	这些疤？这没什么的。\你应该去看看其他铁匠，\还有他们的伤疤。
sc474_spa_3	我为什么会成为铁匠？\我也不知道。我没有认真想过。\那已经是很久之前的事了……\好吧，原因也不是那么地重要，对吧？
sc474_spa_4	敲击烧红的钢铁\会带来美丽的火花。太有艺术感了。\哈，你不懂对吧？
sc474_spa_5	你觉得恶魔没办法成为创造者吗？\我觉得任何活物\体内都有火花。\我能看到你心中的火光。
sc474_spa_max	别扼杀你体内的火花。\让它永远燃烧，\这样才能保证你的火盆长明。
sc475_spa_1	我太放松了，可能会睡着。如果你看见我浮在水面上，\请救我出来。
sc475_spa_2	我听说泡温泉对健康有益，\所以我有一次差点泡晕过去。哈哈！
sc475_spa_3	有了新的潜在对手？\我无惧竞争。我们有其他人没有的东西。
sc475_spa_4	有时候，你低估了自己。\你不应该这样的，你比你想象的优秀。
sc475_spa_5	我想在更大的舞台上唱歌。\也许你可以帮我。
sc475_spa_max	请带着信心引领我们。\我们相信你，恶魔大人。
sc476_spa_1	希望你不会因为我在这里待一整天而生气。\哈哈……我只是跟你开玩笑而已。
sc476_spa_2	主人，别站在角落里，过来吧。\让我们好好聊天，并创造快乐的回忆吧。
sc476_spa_3	总有一天，我希望能带墨提斯的契约者来这里，\然后一起快乐地泡澡。
sc476_spa_4	恶魔，恶魔能跟人类共存吧？\那你想跟我的契约者去约会吗？ 啊，别逃！
sc476_spa_5	我不知道在魔王争夺战中竞争有多辛苦，\但我会尽全力协助你获胜。
sc476_spa_max	你要是需要帮忙，请尽管呼唤我。\我会来帮你的。
sc479_spa_1	我从来没在这种地方浪费过时间。
sc479_spa_2	人们真的会在这里待上好几个小时吗？\那他们什么时候会进行训练呢？
sc479_spa_3	你想做什么？\你为什么一直带我享受这么棒的温泉之旅？
sc479_spa_4	我学过几个伸展动作，\可以在泡温泉时派上用场。
sc479_spa_5	也许我需要更多这样的休息时间。\谢谢你送我这么棒的礼物。
sc479_spa_max	你会成为魔王的。我会保证让这件事发生。\我拒绝向最好之外的结果妥协。
sc480_spa_1	唔哇！我从没来过这么好的地方！\那个，想进来陪我吗？
sc480_spa_2	我们要离开了吗？啊……\我们不能再待得久一点吗？
sc480_spa_3	啊，我带了好多浴盐来用在温泉日的，\然后我完全忘了它们的事。你能帮我拿过来吗？嘻嘻。
sc480_spa_4	你一直带我享受这么棒的温泉之旅。\你该不会是有什么不可告人的动机吧？嘻嘻。
sc480_spa_5	啊，等等！你该不会是要放我一个人待在这里吧？\过来多陪我一段时间吧。
sc480_spa_max	你一定是世界上最棒的恶魔。\不然的话，你怎么会知道哪里有这么棒的温泉？嘻嘻！
sc481_spa_1	啊。这就对了！你这次值得我的称赞。
sc481_spa_2	嗨，胡萝卜。把我的榴弹发射器拿近一点。\就算是在泡温泉，也不一定安全。
sc481_spa_3	任何地方都有可能成为战场。\放松的温泉区也不例外。
sc481_spa_4	你为什么讨厌魅魔让你去定下契约？\你不想要更多同志吗？
sc481_spa_5	胡萝卜，你永远都可以依靠我的。我们是同志。\我愿意为你而死。
sc481_spa_max	现在我们好好休息过了，继续战斗吧！
sc482_spa_1	为什么温泉里没有鱼？温泉对它们不是也有好处吗？\什么？水温会把它们煮熟？
sc482_spa_2	主人，你看！两片叶子掉进水中，\它们现在一起跳舞了！
sc482_spa_3	那听起来……那是拓郎的声音，还是我幻听了？\一定只是错觉。拜托跟我说是错觉。
sc482_spa_4	当你成为魔王后，想做什么都可以吗？\那你能让冬天下冰淇淋，而不是雪吗？
sc482_spa_5	我对战斗没什么自信，但不论如何，\n我都不会放弃的。主人，你也不该放弃。
sc482_spa_max	主人，带路吧。\我殿后。
sc483_spa_1	哇喔。这个户外温泉挺不错的。
sc483_spa_2	户外温泉很不错，\但你这样就成了狙击手的目标。
sc483_spa_3	恶魔。\就算要战斗，你也需要休息。\能休息时就好好休息，\因为战斗永无止尽。
sc483_spa_4	你知道成为强大战士的条件吗？\那就是谋略。\那会是你胜利的关键。
sc483_spa_5	仁意比武力和智力更重要。\你的未来大有可为。
sc483_spa_max	闭嘴，然后听我的命令行事。\我会确保你获得胜利的。
sc485_spa_1	不用太在意我。\我可没办法报答你。
sc485_spa_2	尤娜似乎很高兴见到你。\不过我对你没抱什么期望。
sc485_spa_3	你还在这儿？\你跟我在一起，也不会有什么乐子。
sc485_spa_4	我是尤娜心底深处的一滩水。\缓慢但确实在腐化。
sc485_spa_5	我的愿望是尤娜获得幸福。\如果这个愿望成真，我就没有必要存在了。
sc485_spa_max	我还以为你变了……\但看来你还是一样。\不过我却变化很大……
sc486_spa_1	这个温泉没想象中那么热。\温度能升高一点儿吗？
sc486_spa_2	喂，你。\你傻站在那里干什么呢？\赶快把你又脏又瘦的身体洗干净。
sc486_spa_3	你说还没到该懒散的时候？\哇哈哈！\我其实并不讨厌你任性的态度。
sc486_spa_4	复仇？你们这些小恶魔连怎么战斗都不知道！\哇哈哈！\活得久果然有好处。
sc486_spa_5	真不敢相信这群菜鸟能打败我。\但这也是不错的经验。\复仇的信念就是魔力的来源。
sc486_spa_max	信不信由你，但我觉得你未来可期。\撑过去，听到了吗？\我会在魔王争夺战结束之后去恭喜你的。
sc488_spa_1	你有什么我能边泡温泉边吃的东西吗？
sc488_spa_2	别跟我说话。我在想重要的事。\嗯，我该吃炸鸡吗？\汉堡也不错。\还有披萨……
sc488_spa_3	马铃薯真的是世界上最好吃的东西。\不管是炸的还是煮的都好吃！
sc488_spa_4	有什么好烦恼的？\如果你有什么想做的，去做就对了。
sc488_spa_5	你以为我不知道\你每次看到我都会叹气吗？\我也是会顾虑你的。
sc488_spa_max	别因为你是我的主人，就随意使唤我。\你只要用可爱的态度拜托我，\我就会帮你的！
sc489_spa_1	我从来没见过这么小的浴池……\好吧，我想也没什么关系吧。
sc489_spa_2	啊……好无聊啊。你来做点什么事娱乐我一下吧。\我会替你实现一个愿望的。
sc489_spa_3	看起来你身边总是围绕着朋友。我嫉妒你。\我的朋友都是怪人。
sc489_spa_4	你觉得是我让你这么悲惨的？哈哈。很抱歉，\但你天生就这么悲惨。我只是提醒了你这件事而已。
sc489_spa_5	恶魔以人类的欲望为食。\这也许就是我们永远无法满足的原因。
sc489_spa_max	我还要折磨你多久？\让我想想……到你完全被榨干为止吧哈哈哈！
sc493_spa_1	地球上有好多奇怪的东西……\喂，你在干嘛？转过来。
sc493_spa_2	我们居然能在战争时期享受如此奢华的事物……\不可思议。
sc493_spa_3	我回到普特纳后，\也要为自己弄个这样的温泉。真是太放松了。
sc493_spa_4	我对战斗感到厌烦，但我必须保护母亲\和挨饿的人民。你也有需要保护的事物，对吧？
sc493_spa_5	在回到普特纳前，我会尽全力协助你的。\你会成为魔王，而我将重新夺回自己的帝国。
sc493_spa_max	谢谢你。我不会忘记这件事的。\我以自己的皇室头衔发誓。
sc494_spa_1	哼哈呼喝哼！♬我哼歌哼得停不下来。\这个地球温泉实在太舒服了。
sc494_spa_2	普特纳上也有这样的温泉。\连气味都很像。我好想念普特纳……
sc494_spa_3	我每晚还是会想起陛下。\我好想念他，在这样的地方时更是如此。
sc494_spa_4	梅西耶来过这里吗？这地方好温暖。\真希望她跟我一起待在这儿。
sc494_spa_5	我回普特纳后，一定会想念这地方。\呵呵！当然还有你。
sc494_spa_max	谢谢你。你在我无处可去时接纳了我。\你真善良。
sc495_spa_1	你说要带我去个好地方，\但你骗我！\你想干嘛？\把我煮熟吃了吗？
sc495_spa_2	主人。\你还要在这儿待多久？\在烫水里待这么久挺奇怪的。
sc495_spa_3	哈哈。\我也习惯温泉了。\主人，多待一会儿也没事。
sc495_spa_4	主人，多亏了你，丝丝和阿汪\才能找到幸福。\所以我要确保\你也能找到幸福！
sc495_spa_5	主人，你不像一个恶魔。\你的心肠太软了。\这就是我要\保护你的原因！\呼呼。
sc495_spa_max	主人，我对这件事真的非常非常非常认真。\如果你遇到危险了，一定要告诉我。\我们可以一起跑到很远很远的地方！\好吗？！
sc496_spa_1	主人！\好棒的池子啊！\什么？！\这边不能游泳？
sc496_spa_2	温泉好棒啊！\能温暖你的身体和心灵。\疗效也不错。
sc496_spa_3	这些温泉太棒了，\我们不能独享！\我们要跟许多人类分享……\啊，我们不能告诉人类，对吗？
sc496_spa_4	主人，我们为什么不一起在人界旅行，\然后沿路帮助其他人呢？\嘿，你为什么捂着耳朵？
sc496_spa_5	主人，你有梦想吗？\是什么呢？！\如果你告诉我……\我就让你梦想成真。
sc496_spa_max	主人，听好了。\如果你遇到任何麻烦，\先来找我。好吗？\我会帮你的。
sc497_spa_1	你什么时候准备好这么棒的地方的？\好吧，你想干嘛？你想变成什么样？
sc497_spa_2	我不能在这种地方浪费时间。\我有一大堆东西要研究。
sc497_spa_3	这里是天堂啊！哈哈，我开玩笑的。\但我很想见见你们人类所想象的天堂。
sc497_spa_4	我读过无数炼金术士的研究日志。\所有的成果都只碰到真相的皮毛而已。
sc497_spa_5	玛土撒拉趁我分心时咬了我。\哈哈！他的牙没有我想得那么钝啊。
sc497_spa_max	我们都是盲眼的蛇。这就是我们追逐\自己尾巴的原因。很扭曲，对吧？
sc498_spa_1	温泉？\水看起来不冷不热的，不过我还是可以休息一下。
sc498_spa_2	魔王争夺战？\听起来是个不错的热身运动。
sc498_spa_3	小鬼，怎么了？你到底要不要进来？
sc498_spa_4	我觉得自己差不多泡够了。\你也要出来了吗？
sc498_spa_5	真麻烦……\好吧，好。我就先跟着你行动吧。
sc498_spa_max	想兜风吗？\侧座倒是可以留给你。
sc499_spa_1	我从来没去过让我有这种感觉的地方。
sc499_spa_2	温暖……这里非常舒服。
sc499_spa_3	人是需要休息的。我们一起休息吧。
sc499_spa_4	告诉我。你为什么想成为魔王？
sc499_spa_5	你真的很善良，愿意告诉我这个地方。\谢谢你。我很喜欢这里。
sc499_spa_max	妲比、莫娜和丽莎也都在这里。\我很寂寞，但又不寂寞。
sc500_spa_1	偶尔这样休息一下\也不错。
sc500_spa_2	头发就是女人的生命。必须好好护理。
sc500_spa_3	你打算袖手旁观吗？你会后悔的。
sc500_spa_4	你想知道我对这里的评价？\依我的标准来说，合格了。
sc500_spa_5	怎么了？在这里待太久了吗？\你的脸比番茄还红。
sc500_spa_max	在这里放松一下也不错……\至少在我回家之前是这样。
sc501_spa_1	你确定这够热了吗？\让我用火焰再加热一下吧。
sc501_spa_2	每个人都拼命想到达涅槃，甚至达到盲目的境界。\他们都不知道乐园是在地球上，而不是天堂里吗？
sc501_spa_3	没有什么东西是永恒的，\所以好好知足吧。
sc501_spa_4	所以，你觉得真实的自己是谁？\是谁深藏在你之中？
sc501_spa_5	你知道自己从何处而来，要去往何处吗？\你的存在就是要找到这些答案的。
sc501_spa_max	将愤怒抛开。悲喜有其度。\对自己仁慈一点。
sc502_spa_1	呼，谢谢你。\我感觉自己像在放假一样。
sc502_spa_2	我觉得师父也在这里。你能帮我找她吗？\我需要休息一下……
sc502_spa_3	如果我继续祈祷和训练，我至少\会有师父一半强，对吧？对我来说那样就足够了。
sc502_spa_4	众生有其时。花开花落，\季节更替。你有一天也会绽放的。
sc502_spa_5	钢铁因废弃不用而生锈，水因不流动而失去纯净。\不用迟疑，继续向前。
sc502_spa_max	如果需要我的帮忙，就跟我说吧。\我会尽力的。
sc503_spa_1	这是让身心休息的地方。\我就跟身处天界乐园一样。
sc503_spa_2	我感应到山中龙脉之气。\我在泡这个温泉时，\体内气的流动相当顺畅。
sc503_spa_3	你想多保留一下地灵之气吗？\呵呵……\如果是这样，那就打给我吧。
sc503_spa_4	阴阳调和对\带来正面能量相当重要。\如果你跟我一起泡温泉，\我们就能达到如此境界。
sc503_spa_5	我担心风会扰乱\地灵之气。\只要你下令，我就会将风挡下。
sc503_spa_max	我们一定是命中注定会相遇。\只要你成为魔王，\我就能传递伦子的情报。
sc504_spa_1	等等！\你一直私藏着\这么棒的地方？
sc504_spa_2	你不觉得有点不够暖和吗？\能帮我弄热一点吗？\嗯……你有在听吗？\你不是因为我很弱，所以无视我吧？
sc504_spa_3	人类跟你说过关于这座温泉的什么资讯？\你告诉我也没关系哦。
sc504_spa_4	如果你不想面对魔王争夺战，\你可以直接逃跑的。\就一个恶魔而言，你的责任感还真强。
sc504_spa_5	这是我第一次跟恶魔交朋友。\我不知道如果我们在来到人界前相遇的话，\会发生什么事。
sc504_spa_max	你跟我一样有着\一颗纤细的心。\我真的很希望像你这样温柔的恶魔\能成为魔王。
sc505_spa_1	哈啊！比赛后泡汤……\真是太完美了！
sc505_spa_2	主人，我到处都能看到像运动员的Child。\我们把他们聚集起来，办场运动会如何？
sc505_spa_3	主人，来个机智问答吧！猎豹是最快的动物。\但谁是最快的Child呢？
sc505_spa_4	主人，你什么时候会成为魔王？什么？永远不会？别说那种话啊！
sc505_spa_5	我真的很爱跑步。我第二爱的就是\享受美景。当然是跟你一起哦。
sc505_spa_max	跟你在一起，我就能跑向任何地方，前往魔界的尽头……\或是宇宙！我知道我可以的！
sc506_spa_1	你真是个好主人，\愿意带我来这样的温泉。
sc506_spa_2	我喜欢跑步，是因为知道自己能享受美景，\而且能全身感受大自然。
sc506_spa_3	恶魔，你对团体赛有兴趣吗？\有时候，我想跟很多其他Child一起赛跑。
sc506_spa_4	恶魔，我想让你成为魔王，但你看起来一点兴趣都没有。\好吧，看来我要为我们更加努力了。呼呼！
sc506_spa_5	我喜欢你当裁判的样子。就好像你在终点线迎接我一样。
sc506_spa_max	你就照着自己相信的路去走。\我会帮你开路的。
sc507_spa_1	这是什么？\你专门为我准备了这个温泉吗？\你知道我更喜欢喝酒的。
sc507_spa_2	喔……\这其实感觉真的很不错。\但让我真的很渴。\如果我有冰凉的气泡水能喝……
sc507_spa_3	啊……真棒。\我有点头晕了。\这就是喝醉的感觉吗？
sc507_spa_4	我开始喜欢温泉了。\这比无聊的祠堂好多了。\哈哈！
sc507_spa_5	呼。我感觉焕然一新。\我敢说现在酒喝起来更棒了。\想喝一杯吗？
sc507_spa_max	因为困在祠堂里，\我的身体都僵硬了。\但我现在感觉好多了。\谢啦！
sc508_spa_1	这是什么？\我从来没看过这样的地方。
sc508_spa_2	你到底是谁？\你为什么要对我这么好？
sc508_spa_3	恶魔就是恶魔。\我的使命就是杀光他们。\绝无例外。
sc508_spa_4	对恶魔释出善意？\这还真是个烂笑话。
sc508_spa_5	不要欺负村民。\如果你遵守这点……\我就不会把你\跟其他恶魔混为一谈。
sc508_spa_max	温泉真是太神秘了。\就算你不在了，\我还是会守护这里。
sc509_spa_1	弗拉德曾经给我讲过一个有趣的故事。\嗯……故事中的所有人\在最后都死去了。
sc509_spa_2	杜卡利翁是个充满秘密的男人。\但不可思议的是，\我从未怀疑过他。
sc509_spa_3	我很久没踏出城堡了，\世界看起来完全不同。\我很期待接下来等着我的体验。
sc509_spa_4	灵药是能令人不老不死的药水，\而且也是永远不被打破\的约定之证。
sc509_spa_5	我在自杀小队的日子感觉十分遥远。\但见到你后，\我就感觉回到了那个时候。
sc509_spa_max	能够遇到你，真是太好了。\谢谢你在我迷失于岁月的流逝时\找到了我。
sc510_spa_1	你期待收到礼物吗？\很抱歉，我身无分文。
sc510_spa_2	温泉是不是太热了啊？\给我一瓶冰啤酒吧。
sc510_spa_3	你的表情是怎么回事？\仿佛就像死人一样。
sc510_spa_4	你想要让我道谢？\这简单……谢谢。
sc510_spa_5	如果你打算撑到最后，就做好心理准备吧。\如果你保持着半吊子的心态，\那就得极其幸运才能避免一死。
sc510_spa_max	吸血鬼、恶魔、人类……\他们对我来说都一样，\所以别太在意了。
sc511_spa_1	这是你为我准备的吗？
sc511_spa_2	这里不是危险的地方，对吧？\喔，不是我不信任你，\恶魔先生。
sc511_spa_3	嗯……这确实很放松，可是……\我不知道自己能不能在这里休息。
sc511_spa_4	我真希望图兰也在这里……\啊，希望我听起来\不是在抱怨。
sc511_spa_5	让我来泡温泉没问题吗？\非常感谢你带我来这里。
sc511_spa_max	图兰还在等我，我该走了。\抱歉。
sc512_spa_1	哇，真是个好地方。\人类也会来这里吗？
sc512_spa_2	啊……这让我好温暖啊。\真希望他也能在这里放松。
sc512_spa_3	我不需要他跟我两情相悦。\光是看到他，我就很开心了。
sc512_spa_4	他是我的初恋。虽然他是人类，但是……\我还是全心全意爱着他。
sc512_spa_5	菲罗忒斯一直都是我的勇气来源。\可能是因为她\，我才学会什么是爱。
sc512_spa_max	我的朋友还在等我。\我很快就回来！
sc513_spa_1	如果你将此处献给我，\我会给你褒奖的。
sc513_spa_2	人类大多时候很有用。\但他们的愚蠢真是麻烦。
sc513_spa_3	记好了，\那些忤逆我的人会获得相应的惩罚。
sc513_spa_4	过来这里吧。\我想好好看看你的脸。
sc513_spa_5	为我奉上一切。\我就会成为你的光。
sc513_spa_max	让我祝福你吧。\你有什么愿望？\我是全能的阿克拉西亚。\没有我做不到的事。
sc514_spa_1	我都不知道人界有魔界温泉！\这样就完全没有回魔界的理由了吧？
sc514_spa_2	少了阿基马戈好多事情都很不方便。\他确实让我有点不爽，但他总能完成任务。
sc514_spa_3	你知道你很奇怪吗？\为什么不利用人类？\别跟我说你会被自己的良心谴责啊！
sc514_spa_4	如果可以的话，我想成为魔王。\但我的自信不足。你也是一样的，对吧？\那么，想住在我的王国里吗？
sc514_spa_5	恶魔成为神有什么问题？\我们可是从一开始就是骗子了。\你应该试试。很好玩的。
sc514_spa_max	魔界真无聊。所有人都看不起你。\你也比较喜欢人界对吗？\那我们两个挺像的啊！
sc517_spa_1	你想一起进来？\真没办法。不过只有主人才能这样哦。
sc517_spa_2	如果我是因你而生，\那代表你是我爸爸吗？\你成为爸爸实在太好笑了！
sc517_spa_3	你真的不知道\我有多喜欢你，对吧？
sc517_spa_4	你不想要战斗吗？真是太胆小了。\好吧，没关系。格琳戴儿就在你身边！
sc517_spa_5	我的愿望是过着有趣的生活。\你说恶魔无法实现愿望，\但我觉得多亏了你，我的愿望成真了。
sc517_spa_max	主人，让我们一起让\生活变得超有趣的吧。\还有绝对不能逃跑，懂了吗？
sc520_spa_1	这太舒适了，让我能忘记所有烦恼。
sc520_spa_2	舒适又温暖。
sc520_spa_3	这里比我想象中还棒。
sc520_spa_4	认识你之后，我很惊讶你的人这么好。
sc520_spa_5	我宁愿待在这里，\也不想与荒谬的命运斗争。
sc520_spa_max	我想跟莎莱斯还有潘朵拉一起来这里。
sc521_spa_1	这不是我的风格。
sc521_spa_2	嗯……我好像睡着了。
sc521_spa_3	Child的责任？\那主人的责任又是什么？\我感觉达利亚\没有意识到这一点。
sc521_spa_4	我不记得我求你对我好过。\不过我也不讨厌这样就是了。
sc521_spa_5	说真的，你跟达利亚都很可悲。\不过，你比较好相处。
sc521_spa_max	只要我们在一起，\我就会用自己的方式尽力而为。\把这当作是我最基本的礼仪吧。
sc522_spa_1	我是抱着自己被骗的心态\跟你来这里的。\所以让我来看看这里到底有多“棒”吧。
sc522_spa_2	我试着列出泽卡提能做什么工作。\第一：喜剧演员。第二：模特儿。\至于第三呢……
sc522_spa_3	我决定了。\我要买下魔界温泉！
sc522_spa_4	我和泽卡提要在魔王争夺战结束后\在魔界幸福快乐地生活。\这就是我们的命运。
sc522_spa_5	能遇到我，是你运气好。\我现在要塑造你的命运。
sc522_spa_max	你应该要对我好一点的。\我可是把你的命运掌握在手中了。
sc523_spa_1	我的皮肤感觉好柔软。\这个魔界里的温泉挺不错的。
sc523_spa_2	圣诞节的温泉。不错的组合。
sc523_spa_3	因为你有圣诞盒，才觉得自己那么特别。\好吧，趁着还有机会，你就好好享受这种感觉吧。
sc523_spa_4	圣诞老人通常不会送礼物给恶魔，\但可爱的恶魔也许会收到。
sc523_spa_5	你把圣诞盒藏在哪了？\也许我挠你痒，你就会告诉我。我挠。
sc523_spa_max	圣诞老人会给乖小孩礼物。\好了，小鬼。你在圣诞节想要什么礼物呢？
sc524_spa_1	妮可在哪？\她不可能会错过这么好的机会。
